household_id,region_id,size,home_type,area_type
H0000783,R016,8,Own,Urban
H0000784,R046,1,Own,Suburban
H0000785,R032,8,Own,Suburban
H0000786,R024,3,Rent,Urban
H0000787,R042,4,Rent,Urban
H0000788,R022,3,Rent,Suburban
H0000789,R040,4,Own,Rural
H0000790,R045,7,Own,Suburban
H0000791,R038,7,Rent,Rural
H0000792,R035,7,Rent,Suburban
H0000793,R022,3,Own,Rural
H0000794,R006,8,Own,Urban
H0000795,R002,8,Own,Rural
H0000796,R038,8,Own,Suburban
H0000797,R003,1,Rent,Suburban
H0000798,R038,1,Rent,Rural
H0000799,R007,8,Rent,Rural
H0000800,R021,8,Own,Suburban
H0000801,R028,2,Rent,Urban
H0000802,R049,2,Own,Rural
H0000803,R023,2,Own,Rural
H0000804,R050,5,Rent,Suburban
H0000805,R049,4,Rent,Urban
H0000806,R022,1,Own,Suburban
H0000807,R018,3,Rent,Urban
H0000808,R035,6,Rent,Urban
H0000809,R018,2,Own,Rural
H0000810,R002,7,Rent,Suburban
H0000811,R043,5,Own,Suburban
H0000812,R035,7,Own,Urban
H0000813,R017,5,Rent,Urban
H0000814,R044,2,Own,Rural
H0000815,R035,5,Own,Rural
H0000816,R044,7,Rent,Suburban
H0000817,R034,8,Own,Urban
H0000818,R028,6,Own,Suburban
H0000819,R015,8,Rent,Suburban
H0000820,R038,2,Rent,Rural
H0000821,R039,7,Rent,Rural
H0000822,R021,1,Own,Rural
H0000823,R050,4,Rent,Rural
H0000824,R010,1,Rent,Rural
H0000825,R043,8,Own,Urban
H0000826,R031,2,Own,Suburban
H0000827,R004,4,Rent,Suburban
H0000828,R014,6,Own,Urban
H0000829,R036,4,Own,Suburban
H0000830,R025,6,Rent,Rural
H0000831,R026,7,Own,Suburban
H0000832,R037,8,Own,Suburban
H0000833,R041,5,Rent,Rural
H0000834,R020,1,Rent,Rural
H0000835,R032,7,Rent,Rural
H0000836,R021,1,Own,Rural
H0000837,R028,3,Rent,Suburban
H0000838,R017,3,Rent,Suburban
H0000839,R034,8,Rent,Urban
H0000840,R038,7,Own,Suburban
H0000841,R013,3,Own,Rural
H0000842,R017,8,Own,Suburban
H0000843,R019,6,Rent,Suburban
H0000844,R021,5,Rent,Urban
H0000845,R045,4,Own,Rural
H0000846,R026,6,Rent,Suburban
H0000847,R036,6,Rent,Urban
H0000848,R001,3,Own,Suburban
H0000849,R012,5,Own,Rural
H0000850,R029,2,Own,Urban
H0000851,R003,1,Rent,Rural
H0000852,R012,2,Rent,Urban
H0000853,R031,4,Rent,Urban
H0000854,R036,6,Own,Suburban
H0000855,R032,3,Rent,Urban
H0000856,R024,7,Rent,Rural
H0000857,R044,4,Own,Rural
H0000858,R045,1,Own,Rural
H0000859,R007,7,Rent,Urban
H0000860,R005,1,Own,Suburban
H0000861,R043,4,Own,Suburban
H0000862,R003,8,Own,Suburban
H0000863,R001,1,Rent,Urban
H0000864,R010,6,Rent,Suburban
H0000865,R032,2,Own,Rural
H0000866,R034,3,Rent,Urban
H0000867,R002,7,Rent,Urban
H0000868,R032,1,Own,Suburban
H0000869,R032,1,Own,Urban
H0000870,R002,8,Rent,Suburban
H0000871,R039,1,Rent,Urban
H0000872,R045,6,Rent,Suburban
H0000873,R008,7,Rent,Urban
H0000874,R025,2,Rent,Suburban
H0000875,R014,5,Rent,Suburban
H0000876,R018,2,Own,Suburban
H0000877,R025,4,Own,Urban
H0000878,R037,2,Rent,Urban
H0000879,R007,2,Rent,Urban
H0000880,R027,3,Own,Suburban
H0000881,R049,3,Rent,Suburban
H0000882,R019,4,Rent,Suburban
H0000883,R002,6,Rent,Rural
H0000884,R017,3,Own,Suburban
H0000885,R042,7,Own,Urban
H0000886,R045,2,Rent,Rural
H0000887,R044,7,Own,Urban
H0000888,R042,5,Own,Rural
H0000889,R004,7,Own,Rural
H0000890,R039,8,Own,Suburban
H0000891,R031,2,Rent,Rural
H0000892,R027,8,Rent,Urban
H0000893,R002,8,Rent,Rural
H0000894,R011,5,Rent,Rural
H0000895,R031,4,Own,Suburban
H0000896,R050,3,Rent,Rural
H0000897,R034,6,Own,Rural
H0000898,R036,8,Own,Urban
H0000899,R040,1,Rent,Rural
H0000900,R009,6,Own,Suburban
H0000901,R018,1,Own,Rural
H0000902,R016,4,Own,Rural
H0000903,R042,5,Rent,Suburban
H0000904,R041,4,Rent,Suburban
H0000905,R020,6,Own,Suburban
H0000906,R047,6,Rent,Urban
H0000907,R018,7,Own,Rural
H0000908,R015,6,Own,Urban
H0000909,R028,1,Own,Rural
H0000910,R039,1,Own,Suburban
H0000911,R039,8,Rent,Urban
H0000912,R013,1,Rent,Suburban
H0000913,R043,7,Rent,Suburban
H0000914,R032,4,Rent,Urban
H0000915,R010,6,Rent,Rural
H0000916,R002,5,Rent,Suburban
H0000917,R050,7,Rent,Urban
H0000918,R005,4,Own,Suburban
H0000919,R001,7,Rent,Urban
H0000920,R030,2,Own,Urban
H0000921,R048,7,Own,Urban
H0000922,R035,7,Own,Urban
H0000923,R017,2,Rent,Suburban
H0000924,R031,3,Rent,Rural
H0000925,R033,2,Own,Rural
H0000926,R031,4,Own,Suburban
H0000927,R016,4,Rent,Suburban
H0000928,R045,6,Own,Urban
H0000929,R026,1,Rent,Rural
H0000930,R046,2,Own,Urban
H0000931,R003,7,Rent,Rural
H0000932,R044,3,Own,Urban
H0000933,R042,3,Rent,Rural
H0000934,R041,7,Rent,Rural
H0000935,R039,8,Rent,Rural
H0000936,R001,5,Own,Suburban
H0000937,R025,7,Rent,Suburban
H0000938,R049,7,Rent,Suburban
H0000939,R039,5,Rent,Rural
H0000940,R032,4,Rent,Rural
H0000941,R035,2,Rent,Urban
H0000942,R021,7,Rent,Urban
H0000943,R027,5,Rent,Suburban
H0000944,R006,3,Own,Rural
H0000945,R049,1,Own,Suburban
H0000946,R010,3,Rent,Suburban
H0000947,R050,2,Own,Rural
H0000948,R031,4,Own,Suburban
H0000949,R033,2,Own,Rural
H0000950,R009,3,Rent,Rural
H0000951,R037,4,Own,Urban
H0000952,R036,6,Rent,Urban
H0000953,R032,8,Rent,Rural
H0000954,R003,5,Rent,Urban
H0000955,R035,1,Rent,Urban
H0000956,R043,5,Rent,Rural
H0000957,R018,7,Rent,Urban
H0000958,R039,3,Own,Urban
H0000959,R016,6,Rent,Rural
H0000960,R044,6,Rent,Rural
H0000961,R019,3,Own,Urban
H0000962,R002,6,Rent,Urban
H0000963,R033,8,Own,Rural
H0000964,R026,6,Rent,Urban
H0000965,R040,4,Rent,Rural
H0000966,R031,3,Rent,Rural
H0000967,R028,7,Rent,Suburban
H0000968,R019,8,Rent,Urban
H0000969,R013,3,Rent,Urban
H0000970,R036,4,Rent,Urban
H0000971,R009,7,Rent,Suburban
H0000972,R010,6,Rent,Suburban
H0000973,R016,4,Rent,Suburban
H0000974,R014,2,Own,Urban
H0000975,R001,4,Own,Urban
H0000976,R050,2,Own,Rural
H0000977,R036,7,Own,Suburban
H0000978,R012,3,Own,Rural
H0000979,R024,3,Rent,Suburban
H0000980,R001,4,Rent,Urban
H0000981,R048,3,Own,Urban
H0000982,R017,1,Rent,Rural
H0000983,R045,5,Rent,Urban
H0000984,R003,8,Rent,Rural
H0000985,R047,7,Rent,Rural
H0000986,R024,6,Rent,Rural
H0000987,R006,5,Own,Rural
H0000988,R025,3,Rent,Rural
H0000989,R017,2,Own,Urban
H0000990,R047,5,Rent,Suburban
H0000991,R018,1,Rent,Rural
H0000992,R039,7,Rent,Rural
H0000993,R025,1,Rent,Rural
H0000994,R029,1,Rent,Suburban
H0000995,R026,6,Rent,Rural
H0000996,R009,1,Own,Rural
H0000997,R030,7,Rent,Urban
H0000998,R030,3,Own,Suburban
H0000999,R048,1,Own,Suburban
H0001000,R030,4,Own,Rural
H0001001,R019,2,Own,Urban
H0001002,R046,8,Rent,Urban
H0001003,R026,6,Rent,Urban
H0001004,R038,7,Own,Urban
H0001005,R037,1,Own,Suburban
H0001006,R050,4,Rent,Rural
H0001007,R032,3,Own,Rural
H0001008,R004,2,Rent,Rural
H0001009,R013,7,Rent,Suburban
H0001010,R014,8,Own,Rural
H0001011,R040,1,Rent,Rural
H0001012,R025,1,Own,Urban
H0001013,R016,3,Own,Urban
H0001014,R013,7,Rent,Suburban
H0001015,R034,2,Own,Urban
H0001016,R015,7,Own,Rural
H0001017,R018,4,Own,Suburban
H0001018,R026,7,Rent,Rural
H0001019,R002,8,Rent,Urban
H0001020,R021,6,Own,Urban
H0001021,R033,6,Rent,Urban
H0001022,R038,2,Own,Suburban
H0001023,R002,3,Rent,Urban
H0001024,R017,2,Own,Urban
H0001025,R019,8,Own,Suburban
H0001026,R044,8,Rent,Suburban
H0001027,R012,5,Rent,Suburban
H0001028,R022,5,Rent,Suburban
H0001029,R016,2,Rent,Urban
H0001030,R020,3,Own,Rural
H0001031,R020,6,Own,Suburban
H0001032,R017,4,Rent,Rural
H0001033,R019,5,Own,Suburban
H0001034,R038,8,Own,Suburban
H0001035,R001,4,Rent,Urban
H0001036,R009,2,Own,Rural
H0001037,R014,1,Rent,Suburban
H0001038,R020,1,Own,Urban
H0001039,R003,4,Own,Suburban
H0001040,R044,2,Own,Rural
H0001041,R006,5,Rent,Rural
H0001042,R040,1,Rent,Suburban
H0001043,R050,7,Rent,Suburban
H0001044,R042,5,Rent,Suburban
H0001045,R029,3,Rent,Urban
H0001046,R034,8,Rent,Urban
H0001047,R047,5,Rent,Suburban
H0001048,R022,4,Own,Rural
H0001049,R028,1,Own,Rural
H0001050,R013,3,Rent,Rural
H0001051,R022,7,Rent,Urban
H0001052,R028,7,Rent,Rural
H0001053,R010,4,Own,Rural
H0001054,R029,2,Rent,Suburban
H0001055,R037,1,Own,Rural
H0001056,R023,3,Own,Urban
H0001057,R018,3,Rent,Rural
H0001058,R043,2,Own,Suburban
H0001059,R035,2,Rent,Suburban
H0001060,R039,8,Rent,Urban
H0001061,R015,3,Rent,Suburban
H0001062,R049,2,Own,Urban
H0001063,R001,6,Own,Suburban
H0001064,R020,5,Rent,Urban
H0001065,R012,6,Rent,Rural
H0001066,R032,6,Own,Rural
H0001067,R001,4,Rent,Suburban
H0001068,R032,3,Rent,Urban
H0001069,R008,5,Own,Urban
H0001070,R018,3,Own,Rural
H0001071,R038,3,Rent,Rural
H0001072,R032,4,Rent,Rural
H0001073,R029,7,Rent,Rural
H0001074,R041,3,Own,Rural
H0001075,R013,8,Own,Suburban
H0001076,R013,2,Own,Suburban
H0001077,R012,5,Rent,Suburban
H0001078,R010,7,Rent,Suburban
H0001079,R006,1,Own,Suburban
H0001080,R011,3,Own,Suburban
H0001081,R008,7,Own,Rural
H0001082,R049,7,Own,Rural
H0001083,R013,4,Own,Rural
H0001084,R025,5,Rent,Urban
H0001085,R034,2,Rent,Rural
H0001086,R049,1,Rent,Suburban
H0001087,R009,4,Rent,Urban
H0001088,R002,8,Own,Rural
H0001089,R023,3,Own,Suburban
H0001090,R037,4,Rent,Rural
H0001091,R017,2,Own,Rural
H0001092,R032,6,Rent,Rural
H0001093,R029,8,Rent,Urban
H0001094,R043,2,Own,Rural
H0001095,R047,4,Own,Urban
H0001096,R029,3,Own,Suburban
H0001097,R022,3,Rent,Rural
H0001098,R040,1,Rent,Rural
H0001099,R027,6,Own,Urban
H0001100,R003,1,Own,Suburban
H0001101,R001,6,Own,Rural
H0001102,R018,1,Rent,Urban
H0001103,R004,1,Rent,Suburban
H0001104,R024,1,Rent,Urban
H0001105,R047,4,Own,Urban
H0001106,R031,1,Own,Rural
H0001107,R050,8,Rent,Suburban
H0001108,R019,8,Own,Suburban
H0001109,R046,5,Rent,Rural
H0001110,R009,5,Rent,Urban
H0001111,R011,8,Rent,Suburban
H0001112,R012,1,Rent,Suburban
H0001113,R009,5,Own,Urban
H0001114,R028,3,Rent,Rural
H0001115,R015,6,Own,Rural
H0001116,R048,2,Own,Suburban
H0001117,R001,1,Rent,Rural
H0001118,R009,6,Rent,Suburban
H0001119,R005,5,Own,Urban
H0001120,R009,4,Own,Suburban
H0001121,R022,1,Own,Rural
H0001122,R013,6,Rent,Urban
H0001123,R019,8,Rent,Suburban
H0001124,R010,5,Rent,Suburban
H0001125,R034,6,Rent,Rural
H0001126,R043,3,Rent,Rural
H0001127,R021,6,Rent,Suburban
H0001128,R037,5,Own,Rural
H0001129,R034,8,Own,Rural
H0001130,R032,6,Rent,Rural
H0001131,R014,6,Rent,Rural
H0001132,R006,1,Own,Suburban
H0001133,R006,8,Own,Urban
H0001134,R015,7,Rent,Rural
H0001135,R042,2,Rent,Urban
H0001136,R021,8,Rent,Urban
H0001137,R002,4,Own,Suburban
H0001138,R042,6,Rent,Rural
H0001139,R033,8,Rent,Suburban
H0001140,R022,5,Own,Suburban
H0001141,R014,7,Rent,Suburban
H0001142,R036,5,Own,Suburban
H0001143,R018,1,Own,Rural
H0001144,R009,1,Own,Suburban
H0001145,R050,2,Rent,Suburban
H0001146,R020,7,Own,Urban
H0001147,R018,4,Own,Urban
H0001148,R047,7,Own,Urban
H0001149,R025,4,Own,Urban
H0001150,R009,8,Own,Suburban
H0001151,R035,8,Rent,Rural
H0001152,R048,2,Rent,Urban
H0001153,R001,8,Own,Urban
H0001154,R017,5,Own,Urban
H0001155,R046,6,Own,Suburban
H0001156,R021,6,Rent,Rural
H0001157,R008,6,Rent,Rural
H0001158,R027,8,Own,Suburban
H0001159,R040,7,Rent,Suburban
H0001160,R038,8,Rent,Urban
H0001161,R006,3,Own,Suburban
H0001162,R025,4,Rent,Rural
H0001163,R006,6,Rent,Rural
H0001164,R040,5,Rent,Urban
H0001165,R050,6,Rent,Suburban
H0001166,R037,8,Rent,Urban
H0001167,R008,1,Rent,Urban
H0001168,R038,5,Rent,Rural
H0001169,R030,1,Own,Urban
H0001170,R009,8,Own,Rural
H0001171,R033,3,Own,Urban
H0001172,R014,3,Own,Urban
H0001173,R032,8,Rent,Suburban
H0001174,R010,3,Own,Suburban
H0001175,R015,2,Own,Suburban
H0001176,R030,8,Own,Urban
H0001177,R013,3,Own,Suburban
H0001178,R035,4,Rent,Urban
H0001179,R025,8,Own,Urban
H0001180,R031,3,Own,Suburban
H0001181,R042,2,Own,Suburban
H0001182,R004,8,Rent,Urban
H0001183,R034,3,Rent,Suburban
H0001184,R001,8,Own,Suburban
H0001185,R006,5,Rent,Suburban
H0001186,R007,3,Rent,Urban
H0001187,R022,1,Own,Suburban
H0001188,R028,2,Own,Urban
H0001189,R042,6,Rent,Rural
H0001190,R023,5,Own,Urban
H0001191,R037,6,Rent,Urban
H0001192,R029,5,Rent,Suburban
H0001193,R043,1,Rent,Urban
H0001194,R024,5,Own,Rural
H0001195,R009,5,Own,Suburban
H0001196,R049,5,Rent,Suburban
H0001197,R027,3,Rent,Rural
H0001198,R024,7,Rent,Urban
H0001199,R030,1,Own,Rural
H0001200,R050,6,Own,Rural
H0001201,R050,4,Own,Rural
H0001202,R015,5,Own,Suburban
H0001203,R016,5,Rent,Suburban
H0001204,R017,7,Rent,Suburban
H0001205,R014,1,Rent,Rural
H0001206,R042,6,Rent,Suburban
H0001207,R024,4,Own,Suburban
H0001208,R004,1,Rent,Urban
H0001209,R041,1,Rent,Suburban
H0001210,R029,7,Own,Rural
H0001211,R003,3,Own,Urban
H0001212,R015,6,Own,Rural
H0001213,R010,2,Own,Urban
H0001214,R023,6,Own,Suburban
H0001215,R024,4,Own,Rural
H0001216,R038,6,Rent,Urban
H0001217,R018,8,Own,Suburban
H0001218,R034,4,Own,Suburban
H0001219,R010,4,Own,Suburban
H0001220,R044,4,Rent,Rural
H0001221,R049,1,Own,Suburban
H0001222,R040,1,Own,Suburban
H0001223,R046,8,Rent,Rural
H0001224,R025,2,Own,Rural
H0001225,R033,2,Own,Urban
H0001226,R039,7,Rent,Urban
H0001227,R018,5,Rent,Rural
H0001228,R031,4,Own,Rural
H0001229,R007,8,Rent,Suburban
H0001230,R028,1,Own,Suburban
H0001231,R047,6,Own,Urban
H0001232,R004,7,Own,Urban
H0001233,R031,4,Own,Urban
H0001234,R036,1,Own,Urban
H0001235,R011,7,Rent,Suburban
H0001236,R008,7,Rent,Rural
H0001237,R035,6,Own,Suburban
H0001238,R008,1,Own,Rural
H0001239,R026,2,Rent,Rural
H0001240,R020,1,Rent,Suburban
H0001241,R026,7,Rent,Urban
H0001242,R032,3,Rent,Rural
H0001243,R049,8,Rent,Rural
H0001244,R042,8,Own,Rural
H0001245,R021,2,Rent,Rural
H0001246,R019,7,Rent,Urban
H0001247,R005,1,Rent,Suburban
H0001248,R006,1,Own,Suburban
H0001249,R028,5,Rent,Suburban
H0001250,R041,2,Own,Rural
H0001251,R031,8,Rent,Urban
H0001252,R025,8,Rent,Rural
H0001253,R006,3,Rent,Urban
H0001254,R031,1,Rent,Urban
H0001255,R008,8,Rent,Urban
H0001256,R024,4,Own,Urban
H0001257,R017,8,Own,Rural
H0001258,R004,5,Own,Suburban
H0001259,R023,8,Rent,Rural
H0001260,R046,6,Rent,Urban
H0001261,R025,1,Own,Suburban
H0001262,R037,6,Own,Rural
H0001263,R005,4,Own,Urban
H0001264,R024,8,Own,Suburban
H0001265,R032,8,Rent,Urban
H0001266,R021,6,Own,Rural
H0001267,R026,2,Own,Suburban
H0001268,R048,2,Own,Suburban
H0001269,R029,5,Own,Suburban
H0001270,R014,8,Rent,Suburban
H0001271,R010,8,Rent,Rural
H0001272,R013,7,Own,Suburban
H0001273,R005,8,Rent,Suburban
H0001274,R042,1,Rent,Urban
H0001275,R001,6,Rent,Rural
H0001276,R050,6,Rent,Rural
H0001277,R024,6,Own,Urban
H0001278,R039,3,Rent,Rural
H0001279,R035,8,Own,Urban
H0001280,R049,8,Own,Suburban
H0001281,R037,2,Own,Urban
H0001282,R005,3,Own,Suburban
H0001283,R041,2,Rent,Suburban
H0001284,R006,8,Own,Rural
H0001285,R017,6,Rent,Rural
H0001286,R002,2,Rent,Urban
H0001287,R030,6,Own,Urban
H0001288,R041,8,Rent,Suburban
H0001289,R026,3,Own,Rural
H0001290,R014,6,Rent,Urban
H0001291,R006,3,Rent,Rural
H0001292,R041,5,Rent,Suburban
H0001293,R030,5,Rent,Rural
H0001294,R025,1,Own,Rural
H0001295,R045,3,Rent,Suburban
H0001296,R005,7,Rent,Urban
H0001297,R015,6,Own,Rural
H0001298,R034,5,Rent,Rural
H0001299,R036,1,Rent,Urban
H0001300,R007,4,Rent,Urban
H0001301,R050,2,Rent,Urban
H0001302,R004,7,Own,Suburban
H0001303,R006,3,Rent,Urban
H0001304,R039,7,Rent,Suburban
H0001305,R023,5,Rent,Suburban
H0001306,R039,6,Own,Rural
H0001307,R024,8,Own,Suburban
H0001308,R037,4,Own,Urban
H0001309,R033,1,Own,Urban
H0001310,R005,8,Own,Rural
H0001311,R047,8,Rent,Urban
H0001312,R017,4,Rent,Suburban
H0001313,R043,3,Own,Urban
H0001314,R004,2,Own,Suburban
H0001315,R006,5,Rent,Rural
H0001316,R006,7,Rent,Urban
H0001317,R019,2,Rent,Suburban
H0001318,R027,5,Rent,Suburban
H0001319,R039,5,Own,Rural
H0001320,R011,5,Rent,Suburban
H0001321,R011,4,Own,Urban
H0001322,R003,6,Own,Suburban
H0001323,R049,7,Own,Urban
H0001324,R016,2,Rent,Rural
H0001325,R043,1,Own,Rural
H0001326,R029,7,Rent,Rural
H0001327,R048,5,Own,Rural
H0001328,R024,1,Own,Rural
H0001329,R045,2,Rent,Urban
H0001330,R015,5,Own,Urban
H0001331,R045,4,Own,Suburban
H0001332,R010,2,Rent,Urban
H0001333,R025,7,Own,Rural
H0001334,R048,8,Own,Rural
H0001335,R046,1,Rent,Rural
H0001336,R034,5,Rent,Suburban
H0001337,R018,1,Rent,Urban
H0001338,R021,5,Own,Suburban
H0001339,R026,7,Own,Urban
H0001340,R029,3,Own,Rural
H0001341,R030,6,Own,Suburban
H0001342,R048,8,Rent,Urban
H0001343,R010,3,Rent,Urban
H0001344,R003,2,Own,Rural
H0001345,R009,7,Own,Rural
H0001346,R019,6,Own,Urban
H0001347,R005,7,Own,Rural
H0001348,R016,2,Rent,Urban
H0001349,R016,2,Own,Suburban
H0001350,R004,8,Own,Suburban
H0001351,R029,7,Rent,Urban
H0001352,R042,7,Rent,Suburban
H0001353,R028,8,Rent,Urban
H0001354,R016,4,Rent,Rural
H0001355,R041,4,Own,Suburban
H0001356,R047,5,Rent,Rural
H0001357,R032,7,Own,Suburban
H0001358,R030,7,Own,Suburban
H0001359,R020,8,Rent,Rural
H0001360,R010,7,Rent,Urban
H0001361,R016,6,Own,Urban
H0001362,R034,1,Own,Suburban
H0001363,R040,4,Rent,Suburban
H0001364,R024,2,Rent,Rural
H0001365,R036,3,Rent,Rural
H0001366,R026,5,Rent,Urban
H0001367,R007,2,Rent,Urban
H0001368,R041,5,Own,Suburban
H0001369,R040,3,Own,Rural
H0001370,R008,8,Own,Suburban
H0001371,R027,1,Rent,Rural
H0001372,R016,6,Rent,Suburban
H0001373,R021,3,Own,Suburban
H0001374,R006,3,Own,Urban
H0001375,R002,3,Own,Rural
H0001376,R040,7,Own,Rural
H0001377,R048,2,Own,Suburban
H0001378,R021,4,Rent,Rural
H0001379,R009,3,Rent,Rural
H0001380,R036,1,Rent,Suburban
H0001381,R028,2,Own,Suburban
H0001382,R034,7,Rent,Suburban
H0001383,R014,7,Own,Suburban
H0001384,R011,6,Own,Urban
H0001385,R001,7,Own,Urban
H0001386,R039,6,Own,Suburban
H0001387,R039,7,Rent,Suburban
H0001388,R035,6,Rent,Rural
H0001389,R046,4,Own,Suburban
H0001390,R026,7,Rent,Urban
H0001391,R023,3,Rent,Rural
H0001392,R001,6,Own,Suburban
H0001393,R017,4,Rent,Rural
H0001394,R001,1,Rent,Suburban
H0001395,R049,8,Own,Urban
H0001396,R018,4,Rent,Rural
H0001397,R015,8,Own,Urban
H0001398,R034,6,Rent,Rural
H0001399,R023,1,Own,Urban
H0001400,R030,6,Own,Rural
H0001401,R002,2,Rent,Suburban
H0001402,R005,3,Rent,Suburban
H0001403,R016,4,Own,Urban
H0001404,R025,8,Own,Urban
H0001405,R042,2,Own,Suburban
H0001406,R024,5,Rent,Urban
H0001407,R006,1,Own,Urban
H0001408,R038,2,Rent,Suburban
H0001409,R035,7,Rent,Urban
H0001410,R013,7,Own,Suburban
H0001411,R001,5,Own,Urban
H0001412,R006,7,Rent,Rural
H0001413,R001,8,Rent,Suburban
H0001414,R030,3,Rent,Suburban
H0001415,R039,1,Rent,Urban
H0001416,R032,1,Own,Urban
H0001417,R041,7,Own,Rural
H0001418,R043,5,Rent,Rural
H0001419,R046,2,Rent,Suburban
H0001420,R004,4,Rent,Rural
H0001421,R015,8,Rent,Suburban
H0001422,R009,4,Rent,Urban
H0001423,R005,2,Rent,Rural
H0001424,R042,2,Rent,Urban
H0001425,R009,8,Own,Rural
H0001426,R044,7,Rent,Urban
H0001427,R004,1,Own,Suburban
H0001428,R048,5,Own,Rural
H0001429,R029,5,Own,Suburban
H0001430,R047,2,Rent,Suburban
H0001431,R048,7,Own,Rural
H0001432,R003,1,Own,Rural
H0001433,R013,8,Own,Suburban
H0001434,R041,4,Rent,Urban
H0001435,R021,1,Own,Suburban
H0001436,R006,3,Own,Rural
H0001437,R036,6,Rent,Rural
H0001438,R012,4,Rent,Rural
H0001439,R013,5,Rent,Suburban
H0001440,R011,4,Rent,Urban
H0001441,R033,1,Rent,Rural
H0001442,R008,3,Own,Suburban
H0001443,R023,1,Rent,Rural
H0001444,R004,6,Rent,Rural
H0001445,R007,5,Rent,Urban
H0001446,R032,6,Rent,Rural
H0001447,R028,1,Own,Urban
H0001448,R038,2,Own,Rural
H0001449,R006,1,Own,Urban
H0001450,R038,5,Rent,Rural
H0001451,R031,3,Own,Suburban
H0001452,R027,5,Rent,Urban
H0001453,R036,2,Own,Rural
H0001454,R032,7,Own,Suburban
H0001455,R010,4,Rent,Urban
H0001456,R022,2,Own,Suburban
H0001457,R011,2,Own,Suburban
H0001458,R013,5,Own,Rural
H0001459,R002,3,Own,Rural
H0001460,R035,5,Own,Rural
H0001461,R010,8,Own,Rural
H0001462,R043,2,Own,Suburban
H0001463,R002,3,Own,Suburban
H0001464,R043,1,Own,Suburban
H0001465,R029,6,Rent,Urban
H0001466,R049,3,Rent,Rural
H0001467,R035,6,Own,Urban
H0001468,R022,8,Rent,Rural
H0001469,R046,2,Own,Suburban
H0001470,R039,8,Own,Urban
H0001471,R022,4,Rent,Urban
H0001472,R006,4,Rent,Rural
H0001473,R029,6,Rent,Rural
H0001474,R002,8,Rent,Urban
H0001475,R003,2,Own,Rural
H0001476,R031,3,Rent,Rural
H0001477,R048,7,Own,Rural
H0001478,R010,6,Rent,Urban
H0001479,R036,6,Rent,Suburban
H0001480,R035,5,Own,Urban
H0001481,R050,3,Rent,Rural
H0001482,R041,6,Rent,Rural
H0001483,R021,6,Rent,Suburban
H0001484,R030,2,Rent,Suburban
H0001485,R027,8,Own,Suburban
H0001486,R039,8,Rent,Suburban
H0001487,R002,8,Own,Urban
H0001488,R040,2,Rent,Rural
H0001489,R036,8,Rent,Rural
H0001490,R029,8,Own,Rural
H0001491,R018,4,Rent,Rural
H0001492,R044,8,Rent,Suburban
H0001493,R004,8,Rent,Urban
H0001494,R032,8,Rent,Rural
H0001495,R048,2,Own,Suburban
H0001496,R007,2,Own,Rural
H0001497,R024,5,Rent,Urban
H0001498,R023,1,Rent,Rural
H0001499,R004,2,Own,Urban
H0001500,R006,2,Own,Urban
H0001501,R030,4,Rent,Rural
H0001502,R027,7,Rent,Suburban
H0001503,R008,7,Own,Urban
H0001504,R032,6,Rent,Rural
H0001505,R048,8,Own,Urban
H0001506,R019,5,Own,Rural
H0001507,R012,4,Rent,Suburban
H0001508,R008,6,Own,Urban
H0001509,R002,5,Own,Urban
H0001510,R045,3,Rent,Suburban
H0001511,R034,4,Rent,Urban
H0001512,R042,4,Rent,Suburban
H0001513,R003,6,Rent,Rural
H0001514,R021,3,Rent,Suburban
H0001515,R017,8,Own,Suburban
H0001516,R022,8,Rent,Urban
H0001517,R002,3,Own,Suburban
H0001518,R007,5,Rent,Suburban
H0001519,R037,1,Own,Rural
H0001520,R050,4,Own,Rural
H0001521,R001,6,Own,Urban
H0001522,R006,7,Rent,Rural
H0001523,R046,1,Own,Urban
H0001524,R030,5,Own,Rural
H0001525,R036,8,Own,Urban
H0001526,R014,3,Rent,Rural
H0001527,R009,5,Own,Suburban
H0001528,R047,6,Own,Rural
H0001529,R025,1,Rent,Suburban
H0001530,R033,5,Own,Suburban
H0001531,R004,7,Own,Suburban
H0001532,R006,2,Own,Rural
H0001533,R027,7,Rent,Urban
H0001534,R031,2,Own,Urban
H0001535,R037,4,Rent,Suburban
H0001536,R040,2,Own,Rural
H0001537,R049,1,Own,Rural
H0001538,R045,3,Own,Urban
H0001539,R034,3,Rent,Urban
H0001540,R007,5,Rent,Suburban
H0001541,R033,2,Own,Suburban
H0001542,R038,4,Own,Suburban
H0001543,R034,7,Own,Suburban
H0001544,R007,1,Own,Suburban
H0001545,R019,1,Rent,Rural
H0001546,R018,6,Own,Rural
H0001547,R026,6,Rent,Rural
H0001548,R030,8,Own,Rural
H0001549,R024,5,Rent,Urban
H0001550,R039,3,Rent,Rural
H0001551,R028,1,Rent,Urban
H0001552,R027,7,Own,Urban
H0001553,R042,2,Own,Urban
H0001554,R004,3,Own,Rural
H0001555,R050,6,Own,Suburban
H0001556,R032,2,Rent,Rural
H0001557,R045,5,Own,Suburban
H0001558,R043,3,Own,Suburban
H0001559,R028,4,Rent,Rural
H0001560,R004,7,Rent,Suburban
H0001561,R018,2,Rent,Rural
H0001562,R002,2,Own,Urban
H0001563,R043,6,Rent,Urban
H0001564,R026,5,Own,Rural
