sr_returned_date_sk,sr_return_time_sk,sr_item_sk,sr_customer_sk,sr_cdemo_sk,sr_hdemo_sk,sr_addr_sk,sr_store_sk,sr_reason_sk,sr_ticket_number,sr_return_quantity,sr_return_amt,sr_return_tax,sr_return_amt_inc_tax,sr_fee,sr_return_ship_cost,sr_refunded_cash,sr_reversed_charge,sr_store_credit,sr_net_loss
2451950,45630,177,272,12382,3715,160,1,1,187,22,3005.20,60.10,3065.30,23.00,0.00,2884.99,69.72,50.49,83.10
2451538,37767,37,855,6392,3140,224,1,1,188,46,349.14,6.98,356.12,35.44,88.78,331.68,5.23,12.23,131.20
2451262,29021,92,594,814,4062,462,1,1,189,75,9184.50,459.22,9643.72,37.58,2213.25,4408.56,1337.26,3438.68,2710.05
2451126,55604,146,498,14695,6332,249,1,1,189,84,2188.20,175.05,2363.25,90.66,4705.68,1838.08,262.59,87.53,4971.39
2451098,37640,164,448,10559,5061,444,1,1,189,72,3409.20,306.82,3716.02,82.87,609.84,340.92,460.24,2608.04,999.53
2451226,57480,127,594,17916,2733,446,1,1,189,13,855.14,34.20,889.34,35.62,493.87,769.62,55.58,29.94,563.69
2451208,44932,178,216,16801,3595,108,1,1,189,4,94.56,0.00,94.56,15.41,148.60,32.15,58.66,3.75,164.01
2451201,50433,25,594,1233,1111,490,1,1,189,84,134.40,4.03,138.43,90.05,35.28,47.04,55.91,31.45,129.36
2452499,35433,180,160,8102,1429,272,1,1,190,6,4.26,0.12,4.38,24.77,35.10,1.57,0.13,2.56,59.99
2452580,33536,123,48,2946,4692,414,1,1,191,62,4178.80,376.09,4554.89,87.59,2785.66,2716.22,775.16,687.42,3249.34
2452514,29069,157,37,4149,4353,264,1,1,191,15,533.70,0.00,533.70,10.48,93.75,245.50,207.50,80.70,104.23
2452002,37424,63,228,2520,1061,354,1,1,192,16,882.56,70.60,953.16,0.66,836.16,35.30,745.58,101.68,907.42
2452118,44406,9,759,211,2535,270,1,1,192,88,909.92,63.69,973.61,27.75,514.80,300.27,103.64,506.01,606.24
2452048,48549,21,949,8323,896,146,1,1,192,21,986.58,78.92,1065.50,20.37,448.35,434.09,314.91,237.58,547.64
2451995,47891,164,739,7737,2318,442,1,1,193,11,516.01,5.16,521.17,17.30,329.34,309.60,14.44,191.97,351.80
2451986,42301,89,132,9239,3802,237,1,1,193,23,587.19,46.97,634.16,36.38,428.49,340.57,133.17,113.45,511.84
2451877,60824,91,739,5060,7057,275,1,1,193,28,2011.24,80.44,2091.68,6.41,529.20,1065.95,132.34,812.95,616.05
2451221,58137,79,411,5559,5205,420,1,1,194,29,2445.28,146.71,2591.99,33.94,1264.69,1516.07,418.14,511.07,1445.34
2451332,32124,76,411,6551,1557,366,1,1,194,1,2.14,0.17,2.31,37.36,14.07,1.17,0.83,0.14,51.60
2451957,36910,176,9,19085,1206,202,1,1,196,13,321.62,3.21,324.83,96.75,444.21,48.24,136.69,136.69,544.17
2452080,46102,158,9,770,5477,117,1,1,196,18,1296.90,25.93,1322.83,83.20,35.46,1167.21,75.22,54.47,144.59
2451460,30884,164,222,10333,5148,411,1,1,197,4,87.64,0.00,87.64,19.02,41.52,18.40,26.31,42.93,60.54
2451828,51428,68,203,6305,3159,450,1,1,200,1,5.19,0.36,5.55,98.09,2.49,2.12,0.24,2.83,100.94
2451407,41910,100,60,16739,3225,371,1,1,201,19,779.76,31.19,810.95,7.70,216.60,460.05,115.09,204.62,255.49
2451356,58744,1,60,17025,4457,73,1,1,201,61,6365.35,509.22,6874.57,36.10,1406.05,254.61,5194.12,916.62,1951.37
2452067,31749,49,204,2585,4952,454,1,1,202,45,3051.90,30.51,3082.41,70.35,1658.70,366.22,1154.84,1530.84,1759.56
2451678,44835,130,837,3559,58,92,1,1,203,25,1011.00,40.44,1051.44,45.76,659.25,283.08,647.84,80.08,745.45
2452360,34863,29,345,15933,513,397,1,1,205,34,1761.88,158.56,1920.44,24.94,268.60,599.03,895.39,267.46,452.10
2451696,33847,104,984,6980,6113,310,1,1,207,14,0.00,0.00,0.00,8.88,39.76,0.00,0.00,0.00,48.64
2451565,43479,20,984,5427,6305,460,1,1,207,6,126.24,11.36,137.60,83.66,16.68,53.02,31.48,41.74,111.70
2451714,43446,4,984,1421,2161,464,1,1,207,10,462.70,32.38,495.08,78.13,177.90,314.63,25.17,122.90,288.41
2451693,31317,19,984,1110,5549,312,1,1,207,5,213.70,14.95,228.65,91.29,195.40,32.05,58.12,123.53,301.64
2451467,50385,19,476,12351,7166,284,1,1,208,3,15.21,0.15,15.36,91.11,7.77,1.06,1.13,13.02,99.03
2451912,53945,85,683,958,67,176,1,1,209,20,1569.00,78.45,1647.45,88.09,342.20,1443.48,111.71,13.81,508.74
2451992,36344,107,683,4210,1353,215,1,1,209,1,8.95,0.80,9.75,62.80,7.32,1.79,7.01,0.15,70.92
2451948,32494,157,683,7021,4997,385,1,1,209,40,1014.80,60.88,1075.68,40.97,1208.00,913.32,86.25,15.23,1309.85
2451670,55047,59,822,11402,3286,138,1,1,210,3,348.42,13.93,362.35,42.60,178.17,292.67,11.70,44.05,234.70
2451152,54856,172,219,13831,4386,478,1,1,211,67,1666.29,66.65,1732.94,32.49,3132.25,1266.38,251.94,147.97,3231.39
2451558,54048,100,193,9853,6071,373,1,1,212,24,238.32,0.00,238.32,37.26,366.72,61.96,155.19,21.17,403.98
2452256,48414,121,34,2208,5451,490,1,1,213,22,1819.18,18.19,1837.37,47.20,931.70,1328.00,206.29,284.89,997.09
2451965,32121,85,237,4376,5301,171,1,1,214,2,50.56,1.01,51.57,99.27,82.38,38.93,0.69,10.94,182.66
2452073,46884,5,484,17874,5872,313,1,1,215,42,1031.52,61.89,1093.41,72.56,1326.36,608.59,418.70,4.23,1460.81
2451912,49912,121,653,18653,333,173,1,1,215,20,1382.60,124.43,1507.03,16.92,957.20,1341.12,4.14,37.34,1098.55
2452495,49122,117,82,8204,6526,112,1,1,216,14,4.90,0.24,5.14,46.36,11.06,3.13,0.21,1.56,57.66
2451591,29452,163,349,15581,6980,264,1,1,217,3,63.69,4.45,68.14,92.57,31.83,12.10,18.05,33.54,128.85
2451592,39567,76,349,8858,2423,207,1,1,217,57,1248.87,62.44,1311.31,88.15,957.60,974.11,38.46,236.30,1108.19
2451072,34494,104,23,17545,3404,103,1,1,219,28,383.88,19.19,403.07,79.58,479.92,307.10,33.78,43.00,578.69
2451173,37663,20,682,7963,2285,310,1,1,219,23,1216.93,109.52,1326.45,60.35,414.69,937.03,81.17,198.73,584.56
2451517,32061,140,909,12084,2061,157,1,1,220,31,817.47,57.22,874.69,10.55,113.77,498.65,15.94,302.88,181.54
2451538,,16,909,14629,,,,,220,46,,0.00,4486.84,,316.48,,,68.66,374.02
2451408,42798,100,909,4985,1377,292,1,1,220,70,2340.10,46.80,2386.90,95.07,1631.00,631.82,666.22,1042.06,1772.87
2451622,56398,61,626,7361,1447,134,1,1,221,70,712.60,7.12,719.72,98.65,243.60,292.16,25.22,395.22,349.37
2452544,47279,93,107,11543,2587,227,1,1,223,31,66.03,1.98,68.01,15.45,38.75,13.20,12.67,40.16,56.18
2452318,58055,87,791,14806,2533,328,1,1,224,12,1574.52,15.74,1590.26,57.84,351.72,755.76,114.62,704.14,425.30
2452262,45433,125,791,14599,1924,424,1,1,224,10,10.50,0.94,11.44,58.46,5.70,0.94,8.60,0.96,65.10
2451991,41708,19,326,7465,3681,233,1,1,226,30,1555.80,93.34,1649.14,34.04,1770.60,1057.94,333.56,164.30,1897.98
2451897,42502,152,326,14378,2993,216,1,1,226,4,12.16,0.00,12.16,24.49,21.92,10.82,1.04,0.30,46.41
2452034,40687,2,484,16205,2486,87,1,1,226,24,104.40,4.17,108.57,69.81,24.96,31.32,68.69,4.39,98.94
2451666,36317,56,289,4516,2730,51,1,1,228,71,0.00,0.00,0.00,81.51,1520.11,0.00,0.00,0.00,1601.62
2451573,28843,148,228,13179,1834,437,1,1,228,4,119.04,3.57,122.61,94.82,99.84,39.28,69.39,10.37,198.23
2452325,54634,65,438,19113,6856,218,1,1,229,6,66.12,4.62,70.74,81.84,11.58,60.16,0.11,5.85,98.04
2452219,60503,39,288,6441,3690,291,1,1,229,1,1.60,0.08,1.68,97.84,15.55,0.84,0.50,0.26,113.47
2452338,55181,43,438,6864,5079,242,1,1,229,12,909.72,27.29,937.01,32.37,174.60,400.27,239.44,270.01,234.26
2452310,49647,147,744,16555,2311,71,1,1,229,21,903.42,9.03,912.45,79.39,727.65,686.59,34.69,182.14,816.07
2451751,38138,83,268,8254,1097,323,1,1,230,1,55.35,0.00,55.35,4.46,12.94,47.60,2.55,5.20,17.40
2451833,53815,65,268,7109,4345,345,1,1,230,26,1820.78,109.24,1930.02,76.11,455.00,1056.05,688.25,76.48,640.35
2451024,30701,46,768,4157,4212,16,1,1,231,13,379.34,18.96,398.30,20.24,120.51,64.48,210.95,103.91,159.71
2451903,46572,89,624,11163,6675,103,1,1,232,49,1992.34,179.31,2171.65,83.89,1072.61,219.15,780.20,992.99,1335.81
2452122,51383,69,403,14014,152,150,1,1,233,13,468.39,18.73,487.12,99.65,511.03,206.09,62.95,199.35,629.41
2452539,40372,69,608,9441,1141,312,1,1,235,14,211.12,10.55,221.67,13.77,691.32,166.78,26.60,17.74,715.64
2451259,55756,85,762,508,758,356,1,1,236,54,887.22,62.10,949.32,78.85,1563.30,754.13,90.50,42.59,1704.25
2451602,59156,115,516,12282,264,283,1,1,237,10,655.70,0.00,655.70,25.51,163.90,458.99,169.17,27.54,189.41
2452019,56869,163,761,16918,745,259,1,1,238,49,3325.14,33.25,3358.39,44.75,1134.35,1330.05,1675.87,319.22,1212.35
2452078,37816,93,761,11264,1246,64,1,1,238,13,73.19,4.39,77.58,93.79,229.58,61.47,10.66,1.06,327.76
2452030,33693,143,761,4864,4714,64,1,1,238,12,1431.60,0.00,1431.60,58.41,149.04,1374.33,23.48,33.79,207.45
2451155,39204,94,394,15662,5131,33,1,1,240,75,279.75,11.19,290.94,90.46,1725.00,170.64,12.00,97.11,1826.65
2451254,37626,176,394,469,359,373,1,1,240,8,62.88,1.88,64.76,12.83,100.64,35.21,5.81,21.86,115.35
2451842,56739,17,202,15532,1871,182,1,1,242,20,1087.40,76.11,1163.51,42.69,157.40,706.81,213.13,167.46,276.20
2451981,44266,97,342,5585,1960,335,1,1,244,6,20.58,0.41,20.99,59.65,6.18,8.02,1.25,11.31,66.24
2451958,36484,7,342,12508,1371,445,1,1,244,1,55.66,5.00,60.66,71.12,0.71,45.64,0.60,9.42,76.83
2452735,32134,49,459,9997,2071,177,1,1,245,71,686.57,20.59,707.16,50.78,272.64,466.86,54.92,164.79,344.01
2452676,51499,168,371,9330,6914,9,1,1,245,4,0.00,0.00,0.00,39.71,125.44,0.00,0.00,0.00,165.15
2452321,44865,81,315,14905,1161,314,1,1,246,5,253.50,17.74,271.24,55.63,105.60,169.84,46.01,37.65,178.97
2451167,33614,154,981,14305,4789,349,1,1,247,2,128.00,2.56,130.56,7.68,131.56,46.08,31.12,50.80,141.80
2451973,47391,85,574,10257,5243,454,1,1,248,1,71.79,3.58,75.37,33.81,43.37,14.35,17.23,40.21,80.76
2452586,40482,180,951,1921,1673,114,1,1,250,22,275.88,24.82,300.70,21.44,333.96,245.53,17.90,12.45,380.22
2452167,44648,163,209,3332,5751,375,1,1,251,58,1835.12,128.45,1963.57,71.12,56.26,972.61,25.87,836.64,255.83
2452114,36419,147,993,2817,3945,321,1,1,251,90,984.60,59.07,1043.67,19.99,2955.60,728.60,145.92,110.08,3034.66
2452121,58380,77,127,17198,904,193,1,1,251,22,1224.52,36.73,1261.25,57.34,229.46,391.84,58.28,774.40,323.53
2452770,48641,9,856,1458,725,64,1,1,252,1,29.47,2.65,32.12,55.68,26.37,9.13,9.35,10.99,84.70
2451688,56265,37,1000,4786,4611,344,1,1,253,1,83.36,7.50,90.86,19.60,18.73,55.01,5.67,22.68,45.83
2451546,31456,62,1000,581,591,77,1,1,253,24,1560.24,124.81,1685.05,91.93,268.08,1419.81,46.34,94.09,484.82
2451527,50813,8,1000,10476,7043,462,1,1,253,12,392.76,35.34,428.10,59.73,112.20,15.71,64.09,312.96,207.27
2451685,55066,58,1000,8923,5801,414,1,1,253,15,649.65,25.98,675.63,44.22,472.50,162.41,277.72,209.52,542.70
2450860,52162,98,381,10543,785,87,1,1,255,6,120.72,1.20,121.92,45.65,60.36,94.16,17.52,9.04,107.21
2452596,46838,72,753,3718,5731,420,1,1,258,13,1288.95,103.11,1392.06,33.06,530.66,502.69,558.24,228.02,666.83
2452567,34505,24,558,1753,2111,290,1,1,258,46,107.64,4.30,111.94,60.54,402.50,5.38,92.03,10.23,467.34
2451707,31332,176,340,5415,5673,116,1,1,259,35,1144.50,103.00,1247.50,58.73,85.40,537.91,127.38,479.21,247.13
2451835,49262,163,596,12262,6726,443,1,1,259,14,1254.54,75.27,1329.81,59.52,470.40,577.08,426.79,250.67,605.19
2451730,42112,79,596,2281,68,55,1,1,259,36,195.84,9.79,205.63,33.51,241.92,117.50,36.81,41.53,285.22
2452439,34299,43,218,8905,3566,235,1,1,260,29,1983.31,99.16,2082.47,60.39,1034.72,1765.14,154.90,63.27,1194.27
2452370,42311,79,626,9818,2561,305,1,1,260,40,631.20,50.49,681.69,73.43,175.60,56.80,379.10,195.30,299.52
2452359,42600,167,105,9294,3023,36,1,1,263,15,0.00,0.00,0.00,84.01,24.00,0.00,0.00,0.00,108.01
2452343,49488,65,105,13784,2966,211,1,1,263,21,1189.23,23.78,1213.01,59.33,974.82,380.55,339.64,469.04,1057.93
2452016,39329,143,471,2884,4363,51,1,1,264,15,1452.90,43.58,1496.48,66.45,738.00,871.74,110.42,470.74,848.03
2452154,46418,71,586,6602,1968,250,1,1,265,13,1176.11,0.00,1176.11,23.03,350.35,70.56,829.16,276.39,373.38
2451713,53578,86,666,8417,1543,222,1,1,270,12,1031.88,61.91,1093.79,26.09,309.48,247.65,580.33,203.90,397.48
2451621,41377,170,666,17537,2053,96,1,1,270,33,707.85,21.23,729.08,54.42,996.60,445.94,170.24,91.67,1072.25
2450913,47623,38,881,15237,6863,309,1,1,271,78,3578.64,178.93,3757.57,25.95,183.30,322.07,3028.61,227.96,388.18
2450937,52582,79,555,1173,6136,450,1,1,271,9,59.85,2.39,62.24,10.50,239.58,53.26,1.44,5.15,252.47
2452030,38172,143,,1766,,253,1,,273,,761.94,30.47,,24.17,,,,,
2452208,56699,179,608,14025,2970,104,1,1,274,8,544.88,21.79,566.67,12.16,544.88,239.74,164.77,140.37,578.83
2451214,54738,10,246,10590,2262,223,1,1,275,38,594.70,47.57,642.27,78.71,2703.70,511.44,82.42,0.84,2829.98
2452183,51642,141,965,6957,6518,103,1,1,277,16,2.56,0.15,2.71,3.56,92.32,1.99,0.51,0.06,96.03
2452343,36162,7,965,11611,931,378,1,1,277,68,4492.08,44.92,4537.00,86.39,962.20,943.33,70.97,3477.78,1093.51
2451613,36645,109,327,18909,426,107,1,1,278,33,1681.68,84.08,1765.76,92.05,1569.48,1059.45,348.44,273.79,1745.61
2451652,41657,130,327,8621,5872,212,1,1,278,23,714.84,7.14,721.98,40.70,733.70,521.83,96.50,96.51,781.54
2451129,39999,46,153,14726,6158,494,1,1,279,1,30.76,0.30,31.06,22.87,27.47,12.61,2.35,15.80,50.64
2451083,51050,91,153,18569,5718,55,1,1,279,50,3940.50,197.02,4137.52,66.52,1688.50,1300.36,1980.10,660.04,1952.04
2452100,54612,49,927,10530,3697,340,1,1,282,35,2358.30,0.00,2358.30,36.27,1094.80,2098.88,155.65,103.77,1131.07
2452159,47578,139,927,16415,4924,492,1,1,282,38,733.40,0.00,733.40,35.13,570.38,616.05,39.89,77.46,605.51
2452084,58839,167,927,2862,5522,281,1,1,282,21,238.14,19.05,257.19,73.72,714.42,152.40,74.59,11.15,807.19
2451636,56114,121,887,16325,4404,120,1,1,283,55,995.50,0.00,995.50,86.22,995.50,876.04,97.95,21.51,1081.72
2451600,60046,34,345,18262,6790,2,1,1,285,26,225.16,6.75,231.91,98.17,51.74,155.36,54.44,15.36,156.66
2451425,35934,1,550,9834,6745,12,1,1,286,67,7434.99,148.69,7583.68,1.00,854.25,2527.89,1913.76,2993.34,1003.94
2451438,40275,40,550,4090,3754,453,1,1,286,3,2.61,0.15,2.76,99.76,44.58,1.17,1.23,0.21,144.49
2451292,47601,44,576,160,5646,203,1,1,287,36,1121.76,56.08,1177.84,40.26,60.84,527.22,326.99,267.55,157.18
,,27,,360,,417,1,,288,,,0.38,,,51.06,5.67,0.48,0.23,
2452126,36867,1,902,9436,2417,51,1,1,288,18,752.22,30.08,782.30,67.20,334.26,737.17,4.36,10.69,431.54
2451208,53154,151,526,17983,1674,250,1,1,289,49,1272.53,76.35,1348.88,24.34,2892.96,547.18,456.97,268.38,2993.65
2452364,41456,121,59,11734,6675,321,1,1,290,16,524.00,10.48,534.48,80.42,324.80,497.80,1.31,24.89,415.70
2452354,40983,103,59,14067,416,165,1,1,290,3,209.34,10.46,219.80,33.56,121.35,23.02,39.12,147.20,165.37
2450876,55529,64,620,3881,5147,98,1,1,291,25,1741.50,52.24,1793.74,66.67,60.75,922.99,32.74,785.77,179.66
2451018,48500,158,620,8323,5392,30,1,1,291,12,38.88,0.38,39.26,52.40,25.20,31.88,2.17,4.83,77.98
2450893,44694,43,620,17554,2021,219,1,1,291,1,61.73,0.00,61.73,94.45,25.94,22.84,15.94,22.95,120.39
2451036,41634,79,594,6467,3828,145,1,1,292,57,1047.09,73.29,1120.38,99.61,396.15,240.83,16.12,790.14,569.05
2452576,29545,73,512,6034,70,270,1,1,295,19,1174.77,23.49,1198.26,27.78,595.08,176.21,708.97,289.59,646.35
2452587,39892,135,512,9903,5737,84,1,1,295,92,385.48,0.00,385.48,51.45,285.20,169.61,92.82,123.05,336.65
2452688,55310,165,451,2425,2742,431,1,1,296,31,971.23,87.41,1058.64,94.24,340.38,835.25,50.31,85.67,522.03
2452563,50424,111,842,14582,7026,118,1,1,296,74,10486.54,0.00,10486.54,13.53,4922.48,9333.02,876.67,276.85,4936.01
2451583,32861,151,644,798,4010,341,1,1,297,37,1183.63,47.34,1230.97,71.98,466.20,923.23,57.28,203.12,585.52
2451446,,67,538,18492,,,,1,297,22,,5.69,119.65,99.01,,,,,651.62
2451563,39906,37,644,16350,4097,324,1,1,297,8,6.48,0.12,6.60,71.72,87.44,5.83,0.33,0.32,159.28
2451578,34707,134,697,7970,6546,325,1,1,301,12,1679.28,50.37,1729.65,31.23,383.28,117.54,1015.13,546.61,464.88
2451534,46046,26,697,743,5868,449,1,1,301,54,2911.68,116.46,3028.14,55.44,2329.56,611.45,1610.16,690.07,2501.46
2451470,42194,1,342,2615,528,21,1,1,301,33,1455.96,29.11,1485.07,65.42,611.49,1324.92,127.10,3.94,706.02
2452089,52163,113,380,1282,5425,399,1,1,304,86,4814.28,240.71,5054.99,33.75,427.42,3032.99,819.39,961.90,701.88
2452223,35783,95,379,17301,3703,301,1,1,308,9,135.72,2.71,138.43,73.64,39.15,54.28,76.55,4.89,115.50
2452674,52420,87,765,17714,5328,389,1,1,310,49,1823.78,0.00,1823.78,24.22,126.91,145.90,620.81,1057.07,151.13
2451827,48361,146,711,14762,2796,270,1,1,311,18,39.78,3.58,43.36,69.29,14.04,8.75,1.86,29.17,86.91
2451919,45945,25,711,16504,6578,265,1,1,311,78,4161.30,332.90,4494.20,27.69,1978.08,3911.62,219.71,29.97,2338.67
2451117,43516,175,234,3494,1153,136,1,1,312,15,14.40,0.00,14.40,87.20,16.50,5.76,8.03,0.61,103.70
2451883,43343,7,578,10297,4833,165,1,1,314,16,103.68,8.29,111.97,96.94,233.44,2.07,82.30,19.31,338.67
2451952,51301,71,578,1191,2550,477,1,1,314,5,32.45,2.27,34.72,40.17,71.40,10.38,12.80,9.27,113.84
2451445,31164,31,958,15007,6116,268,1,1,315,3,168.00,15.12,183.12,26.04,9.51,126.00,13.86,28.14,50.67
2451290,37394,152,958,17355,6750,453,1,1,315,32,6.08,0.18,6.26,57.61,297.28,4.86,0.32,0.90,355.07
2452226,33548,103,361,11679,5068,234,1,1,316,17,802.23,8.02,810.25,52.61,905.76,280.78,281.58,239.87,966.39
2452164,40184,3,361,3676,1266,5,1,1,316,11,95.04,6.65,101.69,51.99,33.33,49.42,0.91,44.71,91.97
2452147,35057,173,477,5965,4473,220,1,1,318,28,8.40,0.25,8.65,26.96,11.48,7.39,0.34,0.67,38.69
2452727,55589,72,275,17004,5154,183,1,1,320,3,72.99,4.37,77.36,62.80,26.79,54.01,2.65,16.33,93.96
2451998,41899,119,601,3696,4837,231,1,1,322,22,663.74,39.82,703.56,36.99,567.16,292.04,52.03,319.67,643.97
2451969,34512,17,601,6508,4995,438,1,1,322,73,1402.33,42.06,1444.39,13.21,196.37,1206.00,43.19,153.14,251.64
2452367,48720,85,934,12864,6008,361,1,1,324,70,2915.50,58.31,2973.81,68.42,1749.30,1311.97,641.41,962.12,1876.03
2452294,43849,107,934,18268,318,120,1,1,324,9,290.25,17.41,307.66,65.19,10.44,121.90,106.06,62.29,93.04
2451776,47770,32,145,14736,7160,491,1,1,325,65,330.20,29.71,359.91,3.94,267.15,89.15,142.21,98.84,300.80
2452241,29493,47,699,8155,1743,383,1,1,326,14,21.42,1.92,23.34,57.38,2.24,19.06,1.03,1.33,61.54
2452674,48082,27,925,981,3196,432,1,1,327,23,303.37,12.13,315.50,28.93,29.90,136.51,20.02,146.84,70.96
2451322,48257,86,758,10713,2301,349,1,1,328,7,227.71,2.27,229.98,92.61,46.48,15.93,33.88,177.90,141.36
2451270,48075,175,383,12573,6021,445,1,1,328,51,1542.75,46.28,1589.03,52.44,431.97,1342.19,80.22,120.34,530.69
2451606,46167,62,746,6942,4577,72,1,1,329,17,437.07,17.48,454.55,8.74,624.58,419.58,15.21,2.28,650.80
2451655,30934,28,746,377,6400,175,1,1,329,22,119.46,8.36,127.82,57.45,156.86,15.52,71.71,32.23,222.67
2450869,38486,115,762,76,4601,437,1,1,330,15,1670.85,100.25,1771.10,71.33,111.30,66.83,1042.61,561.41,282.88
2452354,37187,143,293,17417,,401,1,1,332,47,685.73,,,,,240.00,,133.72,680.39
2451099,48303,16,312,1138,6355,161,1,1,333,4,25.84,1.55,27.39,48.43,60.32,25.06,0.36,0.42,110.30
2452154,51804,21,672,5933,4994,343,1,1,334,52,745.16,7.45,752.61,47.46,1253.72,670.64,61.10,13.42,1308.63
2452698,37597,102,493,554,1139,159,1,1,335,6,37.62,3.38,41.00,23.19,11.22,30.47,7.00,0.15,37.79
2451972,51219,61,836,11655,6789,331,1,1,336,71,4580.21,366.41,4946.62,62.76,1056.48,3251.94,225.80,1102.47,1485.65
2451031,43531,148,864,3329,1642,331,1,1,337,52,626.08,18.78,644.86,5.38,1127.36,319.30,227.01,79.77,1151.52
2451527,47125,122,364,16423,2071,358,1,1,338,6,533.58,16.00,549.58,32.34,145.50,245.44,17.28,270.86,193.84
2451505,56799,133,992,12859,1746,52,1,1,339,30,1035.30,51.76,1087.06,54.09,361.50,590.12,231.49,213.69,467.35
2451398,49156,8,992,6824,5490,260,1,1,339,10,277.10,22.16,299.26,30.86,84.70,121.92,7.75,147.43,137.72
2451666,36014,7,91,9748,6668,468,1,1,341,16,2549.28,178.44,2727.72,16.89,1104.64,2064.91,14.53,469.84,1299.97
2451549,29361,98,239,18475,1759,319,1,1,341,52,545.48,0.00,545.48,36.40,900.12,436.38,64.36,44.74,936.52
2451571,33533,22,91,1673,6526,303,1,1,341,2,33.16,2.98,36.14,1.14,47.36,10.94,14.44,7.78,51.48
2451647,34135,139,91,3252,2443,34,1,1,341,1,22.26,1.55,23.81,44.16,6.36,19.81,0.85,1.60,52.07
2451675,33593,40,91,7910,6106,497,1,1,341,11,71.50,5.72,77.22,72.32,32.34,61.49,2.20,7.81,110.38
2451947,55120,143,41,4937,1552,166,1,1,342,19,1111.69,77.81,1189.50,88.12,663.48,122.28,890.46,98.95,829.41
2451620,29546,179,30,15380,7026,164,1,1,343,10,57.20,2.28,59.48,46.86,114.50,45.76,0.91,10.53,163.64
2451357,37535,146,579,4253,676,67,1,1,344,11,63.14,2.52,65.66,81.08,20.13,30.93,4.83,27.38,103.73
2451233,32238,115,229,5518,3227,172,1,1,345,4,164.12,13.12,177.24,45.63,34.84,49.23,27.57,87.32,93.59
2451688,34939,56,460,9450,1909,216,1,1,347,4,41.16,1.64,42.80,6.36,72.08,26.34,11.41,3.41,80.08
2451551,35682,55,460,3331,723,42,1,1,347,7,77.49,2.32,79.81,82.68,182.07,20.14,18.92,38.43,267.07
2451684,51595,151,73,1046,6854,429,1,1,348,10,85.30,5.11,90.41,78.85,39.10,61.41,8.83,15.06,123.06
2452605,53466,7,702,2920,3113,195,1,1,350,5,17.40,1.56,18.96,28.71,0.00,2.43,14.82,0.15,30.27
2451103,35231,92,878,8515,4735,319,1,1,351,1,100.05,2.00,102.05,65.05,54.57,41.02,49.58,9.45,121.62
2452143,32628,35,484,16820,3706,117,1,1,352,87,1599.06,0.00,1599.06,68.31,1945.32,543.68,52.76,1002.62,2013.63
2452085,35306,129,748,3920,211,219,1,1,352,1,5.24,0.31,5.55,27.50,4.84,0.10,3.28,1.86,32.65
2452063,61044,113,484,3457,1532,90,1,1,352,23,3486.11,313.74,3799.85,97.85,1394.49,2370.55,122.71,992.85,1806.08
2452061,46541,9,484,5463,4892,396,1,1,352,65,919.75,18.39,938.14,38.22,1364.35,671.41,101.81,146.53,1420.96
2451060,31439,121,799,14714,1608,282,1,1,353,61,4849.50,48.49,4897.99,90.39,1818.41,1745.82,744.88,2358.80,1957.29
2451101,31708,145,940,14379,1425,44,1,1,354,15,452.40,36.19,488.59,10.12,765.75,398.11,10.85,43.44,812.06
2451080,29740,68,299,2813,4994,28,1,1,354,5,85.75,0.00,85.75,34.81,10.70,50.59,25.66,9.50,45.51
2452435,44097,84,418,11133,2954,119,1,1,357,4,133.88,0.00,133.88,24.68,110.08,54.89,36.33,42.66,134.76
2452459,53062,78,418,412,3780,337,1,1,357,13,424.19,8.48,432.67,29.54,381.68,258.75,6.61,158.83,419.70
2452504,48218,144,418,12073,6115,202,1,1,357,13,928.33,46.41,974.74,19.91,535.99,612.69,176.75,138.89,602.31
2451933,45649,85,487,11371,4631,288,1,1,358,2,242.00,0.00,242.00,32.84,140.70,239.58,1.98,0.44,173.54
2452051,38858,61,487,15447,6441,316,1,1,358,43,53.32,3.73,57.05,80.42,41.28,14.39,0.77,38.16,125.43
,57706,13,,18816,4720,,,,358,,1158.08,0.00,1158.08,44.63,368.28,,,789.35,412.91
2450896,55015,104,566,17031,6241,302,1,1,359,25,89.75,6.28,96.03,44.24,188.00,21.54,57.97,10.24,238.52
2452182,33248,137,66,8274,5876,358,1,1,360,32,26.56,0.00,26.56,13.56,372.80,2.65,17.69,6.22,386.36
2451599,56041,44,803,10570,4216,299,1,1,361,7,729.26,29.17,758.43,69.87,383.11,619.87,75.47,33.92,482.15
2451638,60644,128,768,10987,4200,489,1,1,361,47,65.80,5.92,71.72,30.25,549.43,19.74,39.15,6.91,585.60
2452322,37461,71,378,8800,2521,447,1,1,362,8,28.72,1.14,29.86,62.19,98.16,6.89,11.78,10.05,161.49
2452219,32535,19,132,12860,4587,238,1,1,363,58,1371.70,13.71,1385.41,4.46,904.22,233.18,68.31,1070.21,922.39
2452669,52322,123,959,3388,607,154,1,1,364,32,654.08,13.08,667.16,26.99,392.32,549.42,96.28,8.38,432.39
2452770,43356,85,21,14439,3313,106,1,1,364,1,44.17,0.00,44.17,94.36,4.34,22.08,11.70,10.39,98.70
2452701,46463,145,685,6216,3234,85,1,1,364,23,3646.19,328.15,3974.34,33.35,1941.89,3573.26,61.26,11.67,2303.39
