cr_returned_date_sk,cr_returned_time_sk,cr_item_sk,cr_refunded_customer_sk,cr_refunded_cdemo_sk,cr_refunded_hdemo_sk,cr_refunded_addr_sk,cr_returning_customer_sk,cr_returning_cdemo_sk,cr_returning_hdemo_sk,cr_returning_addr_sk,cr_call_center_sk,cr_catalog_page_sk,cr_ship_mode_sk,cr_warehouse_sk,cr_reason_sk,cr_order_number,cr_return_quantity,cr_return_amount,cr_return_tax,cr_return_amt_inc_tax,cr_fee,cr_return_ship_cost,cr_refunded_cash,cr_reversed_charge,cr_store_credit,cr_net_loss
2451640,64397,91,19,11282,1978,81,198,4615,5402,78,1,2291,13,1,1,805,30,12.60,0.25,12.85,65.07,47.70,7.18,0.81,4.61,113.02
2451695,47765,166,19,11282,1978,81,71,19138,3284,14,1,2072,18,1,1,805,38,5158.88,412.71,5571.59,85.40,2859.12,2837.38,2019.70,301.80,3357.23
2451697,37191,140,19,11282,1978,,266,,,168,,,,,,805,,,,,,228.20,,20.45,22.16,244.87
2451647,22304,88,161,16640,4855,302,161,16640,6263,302,1,2089,3,1,1,806,24,459.84,36.78,496.62,42.13,340.56,294.29,79.46,86.09,419.47
2451705,41024,52,273,9148,5607,121,826,11098,6120,354,1,2369,16,1,1,807,11,253.44,12.67,266.11,9.22,81.84,73.49,143.96,35.99,103.73
2451622,62124,2,584,16048,6224,291,842,9000,599,367,1,2144,5,1,1,810,13,2039.05,20.39,2059.44,9.88,611.65,1733.19,55.05,250.81,641.92
2451731,59960,122,584,16048,6224,291,928,13589,2389,193,1,2283,18,1,1,810,57,1952.82,156.22,2109.04,69.12,1627.35,663.95,837.76,451.11,1852.69
2451649,17143,127,584,16048,6224,291,221,12564,3064,408,1,2124,7,1,1,810,21,3074.19,61.48,3135.67,8.06,1816.50,2367.12,487.87,219.20,1886.04
2451714,77312,158,311,8367,6455,480,719,7973,4957,124,1,2121,5,1,1,811,8,361.36,18.06,379.42,81.61,160.16,263.79,86.83,10.74,259.83
2451727,20317,67,544,1462,2940,85,290,13639,2376,330,1,2076,6,1,1,814,15,1642.65,114.98,1757.63,26.81,1349.40,197.11,1084.15,361.39,1491.19
2451740,41247,94,739,16443,3083,408,647,14715,2807,23,1,3148,4,1,1,816,12,657.96,39.47,697.43,75.18,316.20,184.22,33.16,440.58,430.85
2451656,70071,172,411,2336,3988,300,597,14519,7022,184,1,2057,9,1,1,817,1,25.51,0.25,25.76,47.59,18.55,22.44,1.41,1.66,66.39
2451670,36091,80,146,13496,4717,179,146,13496,3738,179,1,2063,4,1,1,818,17,2623.61,104.94,2728.55,61.55,915.11,1862.76,547.81,213.04,1081.60
2451614,49596,25,146,13496,4717,179,190,5435,1456,76,1,2054,2,1,1,818,10,317.80,9.53,327.33,70.70,190.70,177.96,27.96,111.88,270.93
2451705,61612,163,362,5278,6689,29,974,2983,3453,183,1,3223,20,1,1,824,3,201.87,6.05,207.92,37.89,30.39,96.89,75.58,29.40,74.33
2451633,57683,157,438,9098,3638,391,291,4527,6179,16,1,3187,7,1,1,825,2,132.18,10.57,142.75,75.31,68.62,126.89,5.07,0.22,154.50
2451773,64418,25,842,973,344,448,773,6027,2445,55,1,3226,18,1,1,828,68,1117.92,33.53,1151.45,7.06,1731.28,570.13,49.30,498.49,1771.87
2451680,67013,145,,,,,692,,,,1,2280,,1,1,828,,235.73,,256.94,,,73.07,69.94,,328.60
2451655,64122,20,578,9109,6200,111,124,16517,1321,105,1,2090,10,1,1,829,52,1066.00,10.66,1076.66,65.37,90.48,501.02,519.78,45.20,166.51
2451762,65020,176,578,9109,6200,111,987,16282,329,24,1,2270,2,1,1,829,72,4155.84,166.23,4322.07,79.68,1830.24,1288.31,1118.33,1749.20,2076.15
2451627,32306,4,852,17431,1963,442,484,17375,4391,436,1,2118,18,1,1,830,7,79.73,0.79,80.52,74.05,28.14,55.01,23.97,0.75,102.98
2451562,25532,58,256,6626,3205,103,772,9483,2036,68,1,2160,10,1,1,831,38,773.68,30.94,804.62,53.37,831.06,270.78,246.42,256.48,915.37
2451732,40697,133,391,10473,2820,111,854,3999,4191,206,1,3150,17,1,1,835,21,62.37,1.87,64.24,32.96,5.25,14.96,19.43,27.98,40.08
2451648,8601,164,391,10473,2820,111,893,2225,5443,13,1,2368,10,1,1,835,56,11047.68,552.38,11600.06,77.55,1819.44,8175.28,1206.40,1666.00,2449.37
2451731,84887,116,836,19064,700,232,525,5276,6914,401,1,3230,2,1,1,836,52,3944.20,236.65,4180.85,85.91,1727.96,3352.57,307.64,283.99,2050.52
2451733,38440,44,836,19064,700,232,623,11171,5946,77,1,3189,17,1,1,836,1,43.38,3.03,46.41,99.53,52.05,14.31,24.70,4.37,154.61
2451631,35729,32,192,16823,4982,130,595,9113,439,385,1,2089,10,1,1,837,7,296.87,11.87,308.74,3.64,263.13,228.58,59.41,8.88,278.64
2451587,66587,164,53,3918,14,71,53,3918,5412,71,1,2068,12,1,1,838,3,23.04,1.84,24.88,0.60,207.57,13.59,8.88,0.57,210.01
2451619,12474,92,614,13732,4058,280,921,12450,6607,56,1,3203,16,1,1,839,10,148.90,10.42,159.32,87.33,1021.10,142.94,5.66,0.30,1118.85
2451661,15340,158,529,10383,5558,49,526,16627,354,93,1,2160,17,1,1,840,27,150.93,3.01,153.94,32.67,2.43,110.17,30.16,10.60,38.11
2451635,66393,170,484,7637,2622,391,522,8867,2287,343,1,3173,11,1,1,842,57,6601.74,66.01,6667.75,28.18,1487.70,660.17,950.65,4990.92,1581.89
2451746,56863,140,423,9210,6413,8,658,5867,7063,432,1,2147,13,1,1,843,6,11.10,0.22,11.32,84.41,49.20,2.55,7.86,0.69,133.83
2451668,23109,151,423,9210,6413,8,627,14582,1201,404,1,2092,7,1,1,843,25,630.00,50.40,680.40,69.38,140.00,264.60,138.85,226.55,259.78
2451662,37231,44,69,7359,880,162,39,15175,499,51,1,3156,14,1,1,844,21,268.80,16.12,284.92,41.81,1421.70,204.28,17.42,47.10,1479.63
2451650,34832,172,59,4727,3467,471,561,874,7036,182,1,2369,7,1,1,846,15,70.20,2.80,73.00,55.41,140.40,1.40,50.22,18.58,198.61
2451760,44750,127,59,4727,3467,471,827,13648,6710,337,1,2331,19,1,1,846,34,1231.48,0.00,1231.48,74.21,655.18,209.35,695.04,327.09,729.39
2451622,33644,64,745,4195,4214,372,745,4195,4238,372,1,2144,19,1,1,847,16,701.92,56.15,758.07,34.51,87.68,379.03,138.84,184.05,178.34
2451597,47618,176,473,10937,7057,396,176,3183,4397,168,1,3149,8,1,1,850,10,1123.30,89.86,1213.16,15.21,304.20,235.89,337.21,550.20,409.27
2451674,46937,50,,10937,,396,762,,5888,10,1,3195,2,1,,850,32,392.64,,396.56,10.40,,,214.85,,
2451734,70224,106,473,10937,7057,396,916,3115,3023,52,1,2133,13,1,1,850,1,25.49,0.25,25.74,27.72,5.20,2.54,20.42,2.53,33.17
2451735,19713,122,311,7015,2775,207,13,5964,6816,120,1,3956,19,1,1,852,60,2358.60,165.10,2523.70,45.62,544.20,2193.49,24.76,140.35,754.92
2451734,63348,37,456,5163,6894,413,620,15817,909,316,1,3993,3,1,1,855,16,98.72,0.00,98.72,14.87,1415.20,79.96,5.62,13.14,1430.07
2451654,47965,152,945,2512,1254,285,764,494,881,100,1,3971,10,1,1,856,20,1572.80,125.82,1698.62,97.09,653.80,267.37,770.20,535.23,876.71
2451646,66429,134,945,2512,1254,285,722,10798,4989,20,1,3981,13,1,1,856,5,155.80,4.67,160.47,94.47,29.45,34.27,88.71,32.82,128.59
2451713,29615,20,,,,,776,,,,,,,1,,857,,57.47,,,6.60,,38.50,,,11.77
2451766,66226,61,933,3581,5782,330,364,7300,2371,182,1,3905,15,1,1,857,53,15.90,1.11,17.01,36.36,27.56,10.17,3.89,1.84,65.03
2451645,44438,176,933,3581,5782,330,152,2182,3915,147,1,3960,9,1,1,857,12,219.24,13.15,232.39,36.18,0.00,177.58,23.32,18.34,49.33
2451795,42088,32,757,,76,112,993,2963,,,1,3903,,1,1,858,,542.88,32.57,,,698.04,,222.80,,828.43
2451642,74477,109,393,3128,4310,192,749,4866,1096,102,1,3990,20,1,1,859,11,54.12,0.00,54.12,90.29,45.10,29.76,17.05,7.31,135.39
2451712,14276,17,250,17464,3982,448,989,5419,6461,42,1,3896,11,1,1,860,1,12.04,0.72,12.76,92.90,1.00,10.59,0.23,1.22,94.62
2451723,30449,127,180,11044,5828,299,713,2361,2922,67,1,3970,9,1,1,861,6,261.78,13.08,274.86,60.74,168.66,96.85,59.37,105.56,242.48
2451733,54207,20,844,1338,6776,295,445,9159,6051,359,1,3957,3,1,1,862,1,33.45,2.34,35.79,10.80,10.97,22.07,3.07,8.31,24.11
2451604,70360,139,433,2873,736,64,882,6054,4065,239,1,3927,14,1,1,863,5,72.20,0.72,72.92,12.30,375.60,46.93,14.15,11.12,388.62
2451709,78598,85,,13796,,144,70,13796,3791,144,1,,,1,,864,,354.77,0.00,,,8.97,81.59,,243.14,
2451626,67900,68,70,13796,3786,144,724,10313,6698,379,1,3969,15,1,1,864,8,222.16,17.77,239.93,75.62,289.76,71.09,145.02,6.05,383.15
2451753,49854,29,915,2869,3159,81,528,17900,564,53,1,3915,1,1,1,865,9,472.68,0.00,472.68,35.07,19.89,411.23,58.37,3.08,54.96
2451711,73764,41,679,19041,5979,229,867,7535,5193,154,1,3934,10,1,1,867,11,1329.46,0.00,1329.46,84.85,635.80,691.31,440.32,197.83,720.65
2451759,55481,32,339,18659,1523,415,869,17185,1117,82,1,3944,11,1,1,868,40,2304.00,23.04,2327.04,77.65,1063.20,368.64,270.95,1664.41,1163.89
2451727,20704,23,65,9352,1743,135,205,16399,3391,22,1,3952,15,1,1,870,51,4276.86,256.61,4533.47,26.92,1144.44,3122.10,612.02,542.74,1427.97
2451668,8370,95,65,9352,1743,135,582,10959,3752,425,1,3991,17,1,1,870,30,32.40,2.91,35.31,23.05,176.70,14.90,0.70,16.80,202.66
2451738,57412,85,916,154,1552,370,193,3041,5793,137,1,3952,16,1,1,871,11,62.26,0.00,62.26,52.52,93.39,0.62,38.83,22.81,145.91
2451646,65789,53,405,11983,1641,106,335,12508,5760,475,1,3990,13,1,1,878,25,4057.75,0.00,4057.75,94.91,515.25,1014.43,547.79,2495.53,610.16
2451726,80084,38,677,6560,6372,243,861,16877,1732,87,1,3995,5,1,1,880,13,155.74,3.11,158.85,34.68,467.48,132.37,21.50,1.87,505.27
2451690,60596,115,677,6560,6372,243,12,12721,103,345,1,3915,11,1,1,880,33,1341.78,93.92,1435.70,22.83,373.89,630.63,675.59,35.56,490.64
2451691,49591,158,337,15121,6065,129,386,18276,327,455,1,3937,13,1,1,884,24,3542.40,106.27,3648.67,77.94,1288.08,1806.62,815.81,919.97,1472.29
2451663,71321,83,610,13293,4072,303,903,9623,1662,341,1,4071,5,1,1,885,59,4440.34,44.40,4484.74,97.62,2289.20,1731.73,2383.57,325.04,2431.22
2451798,64312,101,945,1440,6175,290,982,11994,4024,311,1,3925,19,1,1,889,84,3669.96,110.09,3780.05,4.77,1223.04,1357.88,439.29,1872.79,1337.90
2451814,64502,155,942,13224,6947,326,608,81,106,159,1,4058,18,1,1,890,6,339.30,13.57,352.87,51.65,173.10,105.18,187.29,46.83,238.32
2451750,84771,89,942,13224,6947,326,289,2509,5723,85,1,3906,11,1,1,890,26,4.68,0.23,4.91,9.42,20.80,4.16,0.47,0.05,30.45
2451801,58081,103,188,6811,5073,192,174,2729,5517,133,1,3900,14,1,1,891,30,686.10,41.16,727.26,18.60,1871.10,617.49,34.30,34.31,1930.86
2451740,40554,26,445,158,1000,101,97,15374,3443,320,1,3968,4,1,1,892,6,447.18,4.47,451.65,15.75,194.94,165.45,50.71,231.02,215.16
2451762,39917,164,698,4257,3464,447,959,4289,2627,85,1,3984,12,1,1,895,12,1070.40,85.63,1156.03,28.90,594.60,1016.88,31.04,22.48,709.13
2451750,67410,143,698,4257,3464,447,96,3642,6772,338,1,3996,16,1,1,895,91,3630.90,145.23,3776.13,78.62,181.09,3086.26,326.78,217.86,404.94
2451677,46513,67,509,15542,1671,252,188,2540,1449,67,1,4058,2,1,1,898,5,244.55,22.00,266.55,94.74,35.50,198.08,2.32,44.15,152.24
2451777,72189,116,509,15542,1671,252,77,10820,836,232,1,3929,7,1,1,898,5,122.55,3.67,126.22,17.33,261.45,104.16,9.19,9.20,282.45
2451824,2585,107,547,4508,6812,221,391,4350,1087,248,1,3942,18,1,1,899,5,47.90,2.87,50.77,58.57,59.90,44.06,0.34,3.50,121.34
2451790,67460,23,127,18705,4474,124,74,1218,760,467,1,3966,9,1,1,900,10,1431.60,100.21,1531.81,22.68,753.40,615.58,807.85,8.17,876.29
2451679,33774,103,127,18705,4474,124,173,4582,2362,449,1,3983,16,1,1,900,8,210.24,0.00,210.24,94.79,189.20,18.92,118.61,72.71,283.99
2451800,21336,41,676,14162,5103,93,236,7857,5236,147,1,3895,13,1,1,901,9,957.78,19.15,976.93,31.18,495.00,325.64,341.35,290.79,545.33
2451645,38436,35,676,14162,5103,93,6,4460,3243,473,1,3980,2,1,1,901,6,217.80,4.35,222.15,98.79,46.68,189.48,25.77,2.55,149.82
2451640,65029,19,,,,,956,,2928,,,,,,,903,,,,,,,7.03,,,
2451816,62579,107,888,15621,5178,76,514,10405,4134,427,1,3996,13,1,1,906,37,616.79,43.17,659.96,87.23,1363.82,548.94,64.45,3.40,1494.22
2451703,33997,98,143,16186,6612,123,324,910,4995,492,1,3925,3,1,1,908,50,1711.00,136.88,1847.88,3.63,2224.50,889.72,574.89,246.39,2365.01
2451810,45517,121,960,7120,5663,238,696,3984,1628,168,1,4065,2,1,1,911,9,106.20,4.24,110.44,23.74,294.12,77.52,24.66,4.02,322.10
2451774,18380,110,815,4130,710,281,815,4130,4367,281,1,4172,15,1,1,913,86,3931.92,78.63,4010.55,96.05,1370.84,1454.81,743.13,1733.98,1545.52
2451799,84973,44,296,10892,5328,344,319,1661,6428,295,1,4111,3,1,1,915,42,1305.78,78.34,1384.12,64.89,16.80,1214.37,37.47,53.94,160.03
2451736,80414,32,296,10892,5328,344,36,5609,1885,84,1,3909,20,1,1,915,7,820.82,24.62,845.44,60.18,139.72,336.53,101.70,382.59,224.52
2451736,71731,104,610,16427,6213,191,897,14502,3358,445,1,3965,12,1,1,918,4,135.60,0.00,135.60,23.32,98.80,56.95,9.43,69.22,122.12
2451830,75028,109,990,9401,3179,350,192,10129,2827,357,1,3922,14,1,1,919,62,7351.34,514.59,7865.93,74.76,1633.70,2058.37,4128.51,1164.46,2223.05
2451768,49961,56,990,9401,3179,350,621,13558,1164,198,1,4196,20,1,1,919,65,42.90,0.42,43.32,8.66,0.00,19.30,4.95,18.65,9.08
2451755,60179,169,188,18543,5811,146,548,11610,6384,253,1,4133,6,1,1,920,63,861.21,8.61,869.82,82.99,1353.24,516.72,113.68,230.81,1444.84
2451749,70781,79,395,4027,2571,412,61,17799,4248,9,1,3892,12,1,1,922,86,169.42,5.08,174.50,10.83,61.92,33.88,12.19,123.35,77.83
2451736,35998,17,4,2840,2139,30,626,15467,5155,180,1,3957,9,1,1,923,4,80.12,2.40,82.52,1.87,549.60,21.63,50.30,8.19,553.87
2451837,46373,65,4,2840,2139,30,4,2840,5924,30,1,4175,4,1,1,923,2,212.52,10.62,223.14,97.52,61.18,42.50,35.70,134.32,169.32
2451717,44017,80,625,2869,7137,193,531,5021,1180,95,1,3987,13,1,1,925,15,162.90,9.77,172.67,39.00,80.25,136.83,22.15,3.92,129.02
2451856,13638,179,845,16159,3985,355,23,10207,2687,156,1,3968,4,1,1,928,66,11043.78,773.06,11816.84,82.37,3975.18,3092.25,7076.86,874.67,4830.61
2451739,28561,13,664,10866,7011,161,744,15136,3503,53,1,3918,16,1,1,929,12,110.04,9.90,119.94,48.63,403.68,62.72,36.90,10.42,462.21
2451754,8371,85,792,13827,1910,316,807,5315,2073,266,1,3930,11,1,1,930,16,39.04,3.51,42.55,74.67,293.92,27.71,7.02,4.31,372.10
2451682,21266,131,157,11340,2492,483,741,3034,494,255,1,3903,18,1,1,933,33,1875.39,0.00,1875.39,31.23,781.44,1744.11,128.65,2.63,812.67
2451706,68534,20,193,3698,3266,326,471,19113,215,10,1,4165,2,1,1,936,68,1002.32,10.02,1012.34,97.87,575.28,481.11,5.21,516.00,683.17
2451775,48851,152,993,17196,4640,187,510,8745,2126,263,1,3922,14,1,1,939,22,1001.66,20.03,1021.69,0.71,1266.76,621.02,79.93,300.71,1287.50
2451796,44105,170,60,2209,3054,98,757,12807,862,28,1,4123,5,1,1,940,13,486.98,19.47,506.45,61.21,417.43,194.79,46.75,245.44,498.11
2451763,15203,104,706,14449,344,163,948,12501,5045,457,1,4000,6,1,1,942,38,0.00,0.00,0.00,57.08,33.06,0.00,0.00,0.00,90.14
2451825,37644,110,706,14449,344,163,316,1320,3056,271,1,3921,9,1,1,942,23,1204.97,108.44,1313.41,34.73,136.85,662.73,10.84,531.40,280.02
2451838,78509,80,831,11721,835,237,807,8279,4198,342,1,4054,1,1,1,944,30,235.50,4.71,240.21,80.76,106.20,101.26,84.57,49.67,191.67
2451867,46634,59,831,11721,835,237,831,11721,5738,237,1,3917,8,1,1,944,11,2567.07,128.35,2695.42,3.84,1354.10,410.73,43.12,2113.22,1486.29
2451817,47344,113,704,2389,3937,330,74,6725,3837,380,1,4296,15,1,1,947,13,706.42,56.51,762.93,56.43,455.26,685.22,12.29,8.91,568.20
2451824,16637,169,866,5631,3956,401,290,8295,5090,408,1,3942,2,1,1,949,21,1533.63,76.68,1610.31,6.00,729.33,1456.94,1.53,75.16,812.01
2451866,78759,55,612,3603,1458,234,736,16695,1431,223,1,4311,6,1,1,952,28,1993.32,39.86,2033.18,6.53,956.76,1634.52,82.52,276.28,1003.15
2451869,34707,37,326,16873,1659,249,846,3064,385,390,1,3966,19,1,1,953,15,227.55,13.65,241.20,68.46,348.90,2.27,128.40,96.88,431.01
2451684,32656,5,326,16873,1659,249,326,16873,5725,249,1,4264,5,1,1,953,3,19.86,0.79,20.65,79.87,33.09,15.49,2.75,1.62,113.75
2451830,38818,65,749,4773,4285,500,169,10300,5919,407,1,3973,5,1,1,955,25,1455.75,87.34,1543.09,70.32,406.25,320.26,340.64,794.85,563.91
2451779,20030,125,461,5628,6972,404,936,16407,2425,443,1,4089,17,1,1,957,40,0.00,0.00,0.00,14.54,1745.20,0.00,0.00,0.00,1759.74
2451733,72294,11,487,16528,5192,121,196,4406,3632,99,1,4259,7,1,1,961,14,21.42,1.49,22.91,41.14,143.22,16.27,4.53,0.62,185.85
2451821,17133,91,9,12436,4031,195,69,9230,1179,353,1,4001,9,1,1,962,8,21.20,0.84,22.04,93.87,1.84,3.60,9.50,8.10,96.55
2451825,45152,157,179,9068,877,26,177,4101,4863,262,1,4064,20,1,1,970,31,95.17,6.66,101.83,78.85,810.65,30.45,7.76,56.96,896.16
2451823,56508,121,179,9068,877,26,375,16289,5061,470,1,3912,11,1,1,970,27,311.85,28.06,339.91,30.48,74.25,137.21,64.61,110.03,132.79
2451870,16719,19,179,9068,877,26,130,15294,5575,379,1,4063,11,1,1,970,3,99.96,5.99,105.95,99.15,13.77,56.97,24.07,18.92,118.91
2451767,24303,65,237,1870,4543,349,393,18641,3774,60,1,4277,5,1,1,971,23,5371.88,268.59,5640.47,99.31,261.97,3330.56,1939.25,102.07,629.87
2451854,48633,170,237,1870,4543,349,176,1342,445,471,1,4286,8,1,1,971,25,1564.25,31.28,1595.53,24.44,887.75,766.48,343.04,454.73,943.47
2451800,56563,152,847,8438,133,76,239,11202,4411,253,1,4005,13,1,1,972,5,256.50,20.52,277.02,88.32,34.50,238.54,4.31,13.65,143.34
2451795,25732,134,,,133,76,,4986,3673,476,1,3973,18,1,1,972,20,,7.87,,,,,571.03,161.07,694.38
2451853,10011,163,201,3960,4887,30,730,13797,468,68,1,3946,9,1,1,973,48,109.44,6.56,116.00,82.94,61.92,9.84,24.90,74.70,151.42
2451869,66546,157,111,16703,6952,296,450,17832,2650,417,1,3904,5,1,1,974,6,245.22,4.90,250.12,78.01,66.00,220.69,23.54,0.99,148.91
2451843,35548,101,510,17258,5941,333,763,14434,1389,171,1,4397,3,1,1,975,11,682.11,34.10,716.21,59.70,682.11,586.61,31.51,63.99,775.91
2451707,5829,65,510,17258,5941,333,407,19196,6389,374,1,3964,2,1,1,975,26,679.38,27.17,706.55,3.77,1455.74,108.70,405.18,165.50,1486.68
2451844,57251,29,759,16605,2043,185,452,1854,6742,262,1,4372,9,1,1,979,3,273.72,16.42,290.14,21.13,4.95,147.80,36.51,89.41,42.50
2451862,67188,134,283,18221,2695,301,775,8218,2290,62,1,4340,11,1,1,981,28,253.96,15.23,269.19,73.16,87.08,238.72,11.58,3.66,175.47
2451829,70063,92,753,15359,1742,260,269,18922,4311,476,1,4337,5,1,1,982,10,1623.70,0.00,1623.70,11.83,420.20,1574.98,16.07,32.65,432.03
2451897,82590,61,822,17218,2430,334,34,13542,6380,181,1,3993,10,1,1,983,18,448.92,0.00,448.92,76.91,495.36,53.87,158.02,237.03,572.27
2451753,39365,1,822,17218,2430,334,675,18079,4261,106,1,3940,20,1,1,983,12,660.12,52.80,712.92,88.05,186.48,547.89,35.91,76.32,327.33
2451806,19426,29,822,17218,2430,334,201,17730,397,368,1,4054,1,1,1,983,1,208.28,8.33,216.61,98.16,36.44,8.33,73.98,125.97,142.93
2451900,48682,146,363,11421,5488,,,18289,,78,,3948,7,,1,984,2,128.74,0.00,128.74,,45.98,,,,91.31
2451907,37967,62,411,17180,1101,46,298,16159,3723,235,1,3971,4,1,1,985,21,200.34,2.00,202.34,33.64,67.41,22.03,126.60,51.71,103.05
2451758,69567,137,317,4732,4748,187,891,1925,6379,41,1,4339,14,1,1,988,11,1021.90,10.21,1032.11,1.36,92.84,633.57,143.68,244.65,104.41
2451816,69991,25,215,2582,4844,135,723,3507,6650,186,1,4365,1,1,1,989,69,4939.02,395.12,5334.14,88.09,1356.54,3704.26,333.38,901.38,1839.75
2451723,45607,55,843,4755,6571,182,878,18402,2918,109,1,4389,2,1,1,990,9,242.55,9.70,252.25,72.88,106.11,67.91,6.98,167.66,188.69
2451791,38143,20,843,4755,6571,182,509,2403,3442,12,1,3982,15,1,1,990,1,78.53,2.35,80.88,88.65,68.71,62.82,13.98,1.73,159.71
2451877,16904,1,843,4755,6571,182,420,11746,243,425,1,3890,5,1,1,990,60,1117.80,44.71,1162.51,37.21,423.00,1028.37,69.75,19.68,504.92
2451856,75457,125,829,10435,2345,403,829,10435,107,403,1,4002,15,1,1,992,7,1009.75,20.19,1029.94,33.25,91.77,212.04,694.00,103.71,145.21
2451845,13317,50,802,664,3006,61,802,664,4284,61,1,4032,5,1,1,994,12,204.84,12.29,217.13,25.73,61.68,12.29,100.12,92.43,99.70
2451781,58175,1,802,664,3006,61,359,839,7067,420,1,3975,20,1,1,994,45,1073.70,10.73,1084.43,82.49,596.70,977.06,74.41,22.23,689.92
2451856,73328,53,995,7945,4312,194,975,17873,6718,407,1,3960,20,1,1,997,32,4126.08,123.78,4249.86,57.77,627.84,3630.95,89.12,406.01,809.39
2451876,8396,65,995,7945,4312,194,39,19068,6490,133,1,3938,16,1,1,997,17,2344.98,164.14,2509.12,14.97,586.16,1266.28,668.79,409.91,765.27
2451886,28455,77,957,18058,6518,275,695,1056,6739,143,1,4405,9,1,1,1000,10,517.40,20.69,538.09,81.27,517.40,129.35,341.48,46.57,619.36
2451898,39533,127,695,3302,1085,380,449,17369,1772,483,1,4413,16,1,1,1002,13,128.57,6.42,134.99,86.04,342.94,32.14,81.00,15.43,435.40
2451831,83662,169,291,9689,6480,98,12,15163,2558,290,1,3896,20,1,1,1003,2,149.80,5.99,155.79,2.04,50.60,61.41,45.07,43.32,58.63
2451927,31610,41,,,6480,,269,6991,6778,,1,4361,,,,1003,63,3701.25,,3701.25,,2100.42,,,,
2451843,33969,107,403,15556,1940,385,976,1197,5069,405,1,4012,13,1,1,1005,16,1557.60,15.57,1573.17,99.02,364.96,140.18,737.05,680.37,479.55
2451815,23085,7,403,15556,1940,385,507,18920,2627,369,1,3928,8,1,1,1005,12,862.08,34.48,896.56,97.42,795.72,784.49,77.59,0.00,927.62
2451790,83813,139,856,13509,5578,186,45,13220,6434,228,1,3955,3,1,1,1007,50,6954.50,347.72,7302.22,32.37,2904.00,973.63,4904.31,1076.56,3284.09
2451853,55408,47,115,2156,3917,318,706,5396,663,101,1,3987,14,1,1,1008,27,503.28,5.03,508.31,30.82,440.37,211.37,256.88,35.03,476.22
2451812,54641,101,3,14972,2893,38,656,13729,6541,373,1,3893,2,1,1,1009,39,5057.13,303.42,5360.55,33.64,731.64,1921.70,2539.69,595.74,1068.70
2451807,45461,131,781,10981,2565,357,156,5989,3677,372,1,3963,3,1,1,1014,6,114.24,2.28,116.52,55.60,79.98,11.42,53.46,49.36,137.86
2451742,76196,89,781,10981,2565,357,580,13674,1178,235,1,4446,20,1,1,1014,31,1626.57,48.79,1675.36,76.37,1129.64,910.87,243.33,472.37,1254.80
2451874,74466,13,781,10981,2565,357,892,19028,6802,24,1,3945,3,1,1,1014,33,2272.71,45.45,2318.16,63.69,2525.16,2090.89,167.27,14.55,2634.30
2451850,27077,31,461,14085,6197,465,461,14085,4701,465,1,4036,12,1,1,1015,10,171.50,13.72,185.22,50.35,175.70,144.06,17.28,10.16,239.77
2451746,47812,137,461,14085,6197,465,466,12989,2860,379,1,3935,9,1,1,1015,20,427.40,0.00,427.40,26.73,135.20,354.74,47.95,24.71,161.93
2451872,76806,14,408,13336,4696,393,976,18806,5503,372,1,4075,19,1,1,1018,5,347.70,17.38,365.08,66.39,317.90,132.12,77.60,137.98,401.67
2451853,36117,179,582,18365,6067,86,690,13600,891,486,1,3927,11,1,1,1019,15,75.30,0.00,75.30,87.34,866.85,73.79,0.72,0.79,954.19
2451839,52966,44,761,12018,1235,119,371,14777,5995,377,1,4521,10,1,1,1020,35,1327.55,0.00,1327.55,37.13,539.35,809.80,331.36,186.39,576.48
2451878,82127,107,666,12033,1369,297,615,13333,5765,17,1,3967,20,1,1,1021,22,1301.30,52.05,1353.35,33.49,1301.30,403.40,439.97,457.93,1386.84
2451884,52575,127,323,13502,2777,204,70,2541,1873,77,1,3892,9,1,1,1022,4,111.88,7.83,119.71,31.65,59.76,82.79,13.09,16.00,99.24
2451845,17713,5,323,13502,2777,204,60,12286,1328,39,1,3915,6,1,1,1022,21,1580.04,0.00,1580.04,46.39,1305.36,410.81,420.92,748.31,1351.75
2451798,29954,157,242,8708,4215,25,242,8708,591,25,1,4016,13,1,1,1026,4,268.28,10.73,279.01,72.81,25.68,37.55,219.19,11.54,109.22
2451892,71589,38,378,2437,1320,491,378,2437,270,491,1,3947,18,1,1,1028,4,75.64,3.78,79.42,16.77,104.48,6.05,36.88,32.71,125.03
2451842,34489,170,863,11509,4571,425,889,1762,1034,126,1,4017,16,1,1,1031,1,0.00,0.00,0.00,20.55,13.60,0.00,0.00,0.00,34.15
2451870,62450,38,863,11509,4571,425,122,8050,3738,170,1,3936,19,1,1,1031,23,83.03,7.47,90.50,86.48,71.53,44.83,12.98,25.22,165.48
2451895,35012,56,863,11509,4571,425,1000,16592,528,260,1,3965,16,1,1,1031,22,528.00,21.12,549.12,60.57,352.00,221.76,293.99,12.25,433.69
2451934,65239,109,318,8744,3082,17,499,11478,6845,168,1,4473,17,1,1,1033,29,1684.32,84.21,1768.53,91.67,667.29,1347.45,239.17,97.70,843.17
2451911,43651,47,318,8744,3082,17,708,16,1680,148,1,3986,19,1,1,1033,64,1221.12,61.05,1282.17,96.35,359.04,341.91,861.62,17.59,516.44
