preference_id,consumer_id,category,preference_score
PF00000757,CON0067415,Electronics,5
PF00000758,CON0004201,Travel,5
PF00000759,CON0014858,Health,1
PF00000760,CON0085627,Groceries,1
PF00000761,CON0019509,Home,2
PF00000762,CON0089409,Fashion,7
PF00000763,CON0061581,Entertainment,8
PF00000764,CON0027579,Groceries,6
PF00000765,CON0087701,Automotive,4
PF00000766,CON0075875,Entertainment,4
PF00000767,CON0038434,Health,7
PF00000768,CON0030895,Fashion,7
PF00000769,CON0034612,Health,9
PF00000770,CON0028623,Travel,9
PF00000771,CON0062709,Groceries,7
PF00000772,CON0048023,Electronics,3
PF00000773,CON0024941,Entertainment,10
PF00000774,CON0039888,Fashion,10
PF00000775,CON0088778,Health,10
PF00000776,CON0052312,Entertainment,6
PF00000777,CON0071334,Health,10
PF00000778,CON0096665,Health,5
PF00000779,CON0001970,Fashion,10
PF00000780,CON0092196,Fashion,9
PF00000781,CON0063298,Entertainment,2
PF00000782,CON0079731,Automotive,10
PF00000783,CON0002580,Electronics,7
PF00000784,CON0085262,Fashion,3
PF00000785,CON0057390,Electronics,9
PF00000786,CON0099027,Home,10
PF00000787,CON0056343,Entertainment,2
PF00000788,CON0067439,Health,5
PF00000789,CON0057186,Home,6
PF00000790,CON0014899,Fashion,2
PF00000791,CON0041434,Home,3
PF00000792,CON0072784,Groceries,4
PF00000793,CON0062188,Entertainment,10
PF00000794,CON0006437,Health,2
PF00000795,CON0016276,Travel,6
PF00000796,CON0049465,Automotive,9
PF00000797,CON0095980,Electronics,2
PF00000798,CON0007321,Fashion,8
PF00000799,CON0058446,Entertainment,5
PF00000800,CON0051444,Electronics,8
PF00000801,CON0057008,Health,3
PF00000802,CON0045961,Travel,1
PF00000803,CON0069962,Groceries,2
PF00000804,CON0013000,Travel,3
PF00000805,CON0042462,Entertainment,4
PF00000806,CON0074257,Groceries,6
PF00000807,CON0018783,Travel,6
PF00000808,CON0019269,Health,9
PF00000809,CON0026521,Fashion,6
PF00000810,CON0090094,Electronics,10
PF00000811,CON0039757,Groceries,2
PF00000812,CON0044545,Health,2
PF00000813,CON0062105,Groceries,9
PF00000814,CON0039385,Entertainment,7
PF00000815,CON0012427,Health,5
PF00000816,CON0060483,Home,3
PF00000817,CON0066104,Health,4
PF00000818,CON0026986,Electronics,4
PF00000819,CON0013432,Travel,5
PF00000820,CON0081494,Electronics,9
PF00000821,CON0085893,Automotive,3
PF00000822,CON0025232,Fashion,6
PF00000823,CON0058957,Home,1
PF00000824,CON0061400,Fashion,9
PF00000825,CON0006135,Electronics,6
PF00000826,CON0033448,Automotive,5
PF00000827,CON0017878,Home,7
PF00000828,CON0012970,Electronics,1
PF00000829,CON0081780,Groceries,4
PF00000830,CON0095168,Automotive,5
PF00000831,CON0016691,Health,9
PF00000832,CON0070460,Health,9
PF00000833,CON0031577,Electronics,3
PF00000834,CON0083304,Travel,4
PF00000835,CON0078196,Fashion,1
PF00000836,CON0088183,Groceries,9
PF00000837,CON0064155,Entertainment,7
PF00000838,CON0034363,Travel,1
PF00000839,CON0003842,Home,3
PF00000840,CON0097714,Entertainment,2
PF00000841,CON0068931,Entertainment,9
PF00000842,CON0032127,Groceries,1
PF00000843,CON0054599,Automotive,2
PF00000844,CON0080070,Home,3
PF00000845,CON0087672,Health,6
PF00000846,CON0007601,Travel,10
PF00000847,CON0087377,Automotive,9
PF00000848,CON0087673,Travel,7
PF00000849,CON0002232,Health,1
PF00000850,CON0085552,Fashion,6
PF00000851,CON0023778,Health,8
PF00000852,CON0049212,Fashion,3
PF00000853,CON0056519,Electronics,8
PF00000854,CON0033306,Entertainment,10
PF00000855,CON0026950,Health,4
PF00000856,CON0010991,Home,5
PF00000857,CON0011292,Travel,6
PF00000858,CON0082391,Health,6
PF00000859,CON0083888,Electronics,1
PF00000860,CON0082720,Fashion,4
PF00000861,CON0017045,Home,4
PF00000862,CON0061780,Electronics,1
PF00000863,CON0012347,Fashion,8
PF00000864,CON0051336,Health,2
PF00000865,CON0065901,Groceries,10
PF00000866,CON0071644,Fashion,10
PF00000867,CON0050241,Travel,5
PF00000868,CON0023394,Travel,4
PF00000869,CON0026165,Entertainment,10
PF00000870,CON0055325,Entertainment,10
PF00000871,CON0058925,Travel,7
PF00000872,CON0071976,Automotive,3
PF00000873,CON0026198,Groceries,3
PF00000874,CON0043177,Health,8
PF00000875,CON0081129,Fashion,8
PF00000876,CON0052108,Electronics,6
PF00000877,CON0091282,Home,2
PF00000878,CON0096065,Fashion,1
PF00000879,CON0000275,Health,7
PF00000880,CON0053233,Fashion,4
PF00000881,CON0015920,Groceries,2
PF00000882,CON0006566,Fashion,5
PF00000883,CON0049834,Entertainment,7
PF00000884,CON0046877,Travel,7
PF00000885,CON0069123,Health,5
PF00000886,CON0068110,Health,2
PF00000887,CON0089382,Automotive,4
PF00000888,CON0030084,Travel,3
PF00000889,CON0085717,Electronics,5
PF00000890,CON0015637,Health,4
PF00000891,CON0069029,Home,8
PF00000892,CON0036551,Electronics,10
PF00000893,CON0050440,Health,6
PF00000894,CON0054736,Entertainment,5
PF00000895,CON0010742,Groceries,1
PF00000896,CON0007805,Home,5
PF00000897,CON0044480,Fashion,10
PF00000898,CON0094218,Entertainment,5
PF00000899,CON0061844,Health,3
PF00000900,CON0069583,Automotive,10
PF00000901,CON0090687,Electronics,3
PF00000902,CON0063953,Automotive,4
PF00000903,CON0052538,Health,5
PF00000904,CON0092570,Home,8
PF00000905,CON0036252,Home,1
PF00000906,CON0061120,Electronics,10
PF00000907,CON0058551,Entertainment,1
PF00000908,CON0052853,Travel,10
PF00000909,CON0039378,Fashion,8
PF00000910,CON0061075,Groceries,10
PF00000911,CON0064453,Entertainment,9
PF00000912,CON0023321,Travel,1
PF00000913,CON0054170,Health,5
PF00000914,CON0018723,Automotive,5
PF00000915,CON0023060,Home,3
PF00000916,CON0087981,Groceries,10
PF00000917,CON0019390,Electronics,9
PF00000918,CON0044477,Entertainment,7
PF00000919,CON0088471,Health,5
PF00000920,CON0070418,Automotive,10
PF00000921,CON0020600,Automotive,10
PF00000922,CON0074483,Fashion,3
PF00000923,CON0012523,Groceries,3
PF00000924,CON0078889,Fashion,4
PF00000925,CON0075812,Groceries,5
PF00000926,CON0030690,Groceries,9
PF00000927,CON0067954,Entertainment,8
PF00000928,CON0005243,Automotive,8
PF00000929,CON0030456,Automotive,9
PF00000930,CON0017439,Travel,3
PF00000931,CON0085811,Automotive,7
PF00000932,CON0075370,Travel,5
PF00000933,CON0069311,Electronics,6
PF00000934,CON0091092,Entertainment,10
PF00000935,CON0020677,Groceries,7
PF00000936,CON0098897,Groceries,7
PF00000937,CON0022923,Home,1
PF00000938,CON0093880,Travel,8
PF00000939,CON0064841,Automotive,2
PF00000940,CON0004121,Automotive,9
PF00000941,CON0040343,Automotive,4
PF00000942,CON0075957,Entertainment,2
PF00000943,CON0083538,Fashion,10
PF00000944,CON0069020,Groceries,7
PF00000945,CON0095702,Home,6
PF00000946,CON0084918,Fashion,5
PF00000947,CON0098162,Automotive,8
PF00000948,CON0060680,Travel,5
PF00000949,CON0080990,Health,3
PF00000950,CON0043805,Fashion,5
PF00000951,CON0042050,Home,7
PF00000952,CON0059956,Health,4
PF00000953,CON0098972,Entertainment,6
PF00000954,CON0085102,Travel,8
PF00000955,CON0054937,Travel,9
PF00000956,CON0061271,Automotive,6
PF00000957,CON0024996,Groceries,7
PF00000958,CON0088109,Home,4
PF00000959,CON0075609,Travel,4
PF00000960,CON0000932,Home,5
PF00000961,CON0038502,Travel,2
PF00000962,CON0069954,Electronics,4
PF00000963,CON0084733,Health,7
PF00000964,CON0087590,Health,5
PF00000965,CON0016051,Automotive,6
PF00000966,CON0074609,Fashion,3
PF00000967,CON0063828,Electronics,7
PF00000968,CON0075279,Automotive,9
PF00000969,CON0033106,Home,6
PF00000970,CON0005911,Entertainment,10
PF00000971,CON0041243,Automotive,10
PF00000972,CON0090042,Home,10
PF00000973,CON0090272,Groceries,4
PF00000974,CON0030819,Electronics,10
PF00000975,CON0013206,Fashion,3
PF00000976,CON0034447,Travel,1
PF00000977,CON0070904,Entertainment,5
PF00000978,CON0066207,Entertainment,9
PF00000979,CON0086378,Travel,6
PF00000980,CON0012073,Fashion,4
PF00000981,CON0043311,Fashion,6
PF00000982,CON0083044,Fashion,1
PF00000983,CON0080443,Groceries,9
PF00000984,CON0022311,Automotive,9
PF00000985,CON0061314,Travel,8
PF00000986,CON0039413,Groceries,9
PF00000987,CON0064429,Automotive,6
PF00000988,CON0026465,Automotive,8
PF00000989,CON0086665,Health,4
PF00000990,CON0058513,Automotive,2
PF00000991,CON0038412,Automotive,10
PF00000992,CON0081414,Automotive,4
PF00000993,CON0039234,Fashion,9
PF00000994,CON0012840,Groceries,10
PF00000995,CON0043695,Travel,3
PF00000996,CON0014615,Electronics,6
PF00000997,CON0024035,Electronics,10
PF00000998,CON0089468,Health,2
PF00000999,CON0091663,Automotive,1
PF00001000,CON0023627,Fashion,6
PF00001001,CON0097284,Travel,2
PF00001002,CON0020618,Home,4
PF00001003,CON0047005,Electronics,5
PF00001004,CON0026918,Automotive,7
PF00001005,CON0022529,Groceries,3
PF00001006,CON0067843,Automotive,6
PF00001007,CON0027359,Travel,5
PF00001008,CON0018489,Home,1
PF00001009,CON0000757,Health,3
PF00001010,CON0032107,Travel,5
PF00001011,CON0077515,Fashion,10
PF00001012,CON0082176,Travel,9
PF00001013,CON0021522,Electronics,1
PF00001014,CON0029556,Fashion,7
PF00001015,CON0056580,Health,1
PF00001016,CON0064466,Automotive,4
PF00001017,CON0033612,Automotive,4
PF00001018,CON0056969,Groceries,7
PF00001019,CON0098723,Automotive,1
PF00001020,CON0000062,Travel,3
PF00001021,CON0050276,Health,8
PF00001022,CON0074162,Health,1
PF00001023,CON0038664,Home,10
PF00001024,CON0090073,Automotive,8
PF00001025,CON0010234,Automotive,2
PF00001026,CON0028742,Electronics,4
PF00001027,CON0059246,Fashion,9
PF00001028,CON0055698,Automotive,8
PF00001029,CON0087726,Electronics,5
PF00001030,CON0063903,Entertainment,2
PF00001031,CON0078414,Fashion,2
PF00001032,CON0031005,Fashion,8
PF00001033,CON0038970,Fashion,2
PF00001034,CON0069797,Fashion,1
PF00001035,CON0092133,Fashion,10
PF00001036,CON0043734,Electronics,5
PF00001037,CON0092847,Travel,8
PF00001038,CON0058581,Groceries,5
PF00001039,CON0064479,Home,8
PF00001040,CON0061152,Fashion,9
PF00001041,CON0046079,Fashion,4
PF00001042,CON0059464,Home,10
PF00001043,CON0063097,Electronics,1
PF00001044,CON0007734,Travel,9
PF00001045,CON0029002,Fashion,2
PF00001046,CON0027670,Travel,7
PF00001047,CON0070281,Home,7
PF00001048,CON0019619,Entertainment,3
PF00001049,CON0059729,Entertainment,7
PF00001050,CON0021004,Automotive,9
PF00001051,CON0081024,Groceries,4
PF00001052,CON0059580,Electronics,3
PF00001053,CON0066989,Entertainment,10
PF00001054,CON0076012,Home,5
PF00001055,CON0077512,Home,1
PF00001056,CON0026655,Fashion,6
PF00001057,CON0039459,Health,10
PF00001058,CON0023863,Fashion,9
PF00001059,CON0097022,Home,6
PF00001060,CON0027860,Entertainment,9
PF00001061,CON0022741,Groceries,2
PF00001062,CON0060909,Electronics,7
PF00001063,CON0086837,Automotive,4
PF00001064,CON0038970,Entertainment,8
PF00001065,CON0080323,Electronics,6
PF00001066,CON0090649,Health,3
PF00001067,CON0029264,Health,7
PF00001068,CON0060238,Groceries,6
PF00001069,CON0054952,Entertainment,9
PF00001070,CON0007765,Travel,1
PF00001071,CON0069995,Fashion,7
PF00001072,CON0006879,Fashion,5
PF00001073,CON0061547,Home,10
PF00001074,CON0057760,Home,10
PF00001075,CON0064165,Home,4
PF00001076,CON0083367,Travel,7
PF00001077,CON0003703,Health,2
PF00001078,CON0006370,Electronics,6
PF00001079,CON0036606,Automotive,5
PF00001080,CON0039930,Fashion,6
PF00001081,CON0060242,Health,9
PF00001082,CON0017030,Home,2
PF00001083,CON0048068,Home,2
PF00001084,CON0098936,Health,5
PF00001085,CON0086294,Travel,3
PF00001086,CON0005310,Travel,7
PF00001087,CON0061770,Home,4
PF00001088,CON0027716,Home,8
PF00001089,CON0079771,Entertainment,5
PF00001090,CON0006613,Electronics,8
PF00001091,CON0050113,Entertainment,2
PF00001092,CON0001516,Groceries,4
PF00001093,CON0072304,Travel,6
PF00001094,CON0076678,Travel,8
PF00001095,CON0075294,Home,5
PF00001096,CON0003475,Electronics,1
PF00001097,CON0078439,Groceries,9
PF00001098,CON0011680,Electronics,3
PF00001099,CON0051022,Electronics,6
PF00001100,CON0043065,Health,3
PF00001101,CON0068780,Entertainment,7
PF00001102,CON0080044,Electronics,2
PF00001103,CON0047988,Groceries,1
PF00001104,CON0042836,Health,8
PF00001105,CON0074833,Groceries,9
PF00001106,CON0077596,Fashion,2
PF00001107,CON0014985,Electronics,9
PF00001108,CON0090939,Home,3
PF00001109,CON0038768,Fashion,3
PF00001110,CON0061645,Groceries,4
PF00001111,CON0054126,Travel,5
PF00001112,CON0032378,Entertainment,8
PF00001113,CON0048037,Home,6
PF00001114,CON0072030,Travel,7
PF00001115,CON0095197,Health,1
PF00001116,CON0056514,Entertainment,8
PF00001117,CON0061110,Travel,1
PF00001118,CON0024909,Entertainment,9
PF00001119,CON0022018,Travel,7
PF00001120,CON0002168,Groceries,2
PF00001121,CON0056876,Entertainment,4
PF00001122,CON0061133,Electronics,10
PF00001123,CON0063669,Travel,8
PF00001124,CON0055794,Electronics,5
PF00001125,CON0045275,Health,4
PF00001126,CON0087758,Groceries,2
PF00001127,CON0020292,Fashion,4
PF00001128,CON0088196,Health,5
PF00001129,CON0091182,Automotive,4
PF00001130,CON0073516,Fashion,7
PF00001131,CON0036290,Groceries,10
PF00001132,CON0004463,Travel,5
PF00001133,CON0049174,Travel,10
PF00001134,CON0005985,Entertainment,2
PF00001135,CON0096875,Fashion,4
PF00001136,CON0074079,Automotive,8
PF00001137,CON0034123,Automotive,10
PF00001138,CON0068388,Entertainment,8
PF00001139,CON0024959,Groceries,10
PF00001140,CON0069477,Travel,10
PF00001141,CON0093326,Electronics,5
PF00001142,CON0024876,Automotive,4
PF00001143,CON0034587,Home,9
PF00001144,CON0018359,Entertainment,6
PF00001145,CON0064329,Travel,8
PF00001146,CON0071454,Electronics,5
PF00001147,CON0015265,Electronics,5
PF00001148,CON0005077,Electronics,2
PF00001149,CON0039731,Travel,7
PF00001150,CON0069999,Electronics,5
PF00001151,CON0053403,Groceries,6
PF00001152,CON0040689,Groceries,9
PF00001153,CON0033431,Electronics,3
PF00001154,CON0099529,Electronics,1
PF00001155,CON0061766,Automotive,1
PF00001156,CON0057594,Automotive,7
PF00001157,CON0082113,Automotive,7
PF00001158,CON0049210,Automotive,3
PF00001159,CON0006829,Fashion,2
PF00001160,CON0063931,Groceries,2
PF00001161,CON0041559,Entertainment,9
PF00001162,CON0076215,Electronics,10
PF00001163,CON0043485,Fashion,9
PF00001164,CON0080551,Home,4
PF00001165,CON0035316,Entertainment,6
PF00001166,CON0013622,Health,2
PF00001167,CON0009690,Groceries,3
PF00001168,CON0071819,Groceries,5
PF00001169,CON0000918,Home,5
PF00001170,CON0008037,Automotive,8
PF00001171,CON0031110,Groceries,8
PF00001172,CON0019747,Home,4
PF00001173,CON0045344,Entertainment,8
PF00001174,CON0015014,Groceries,7
PF00001175,CON0041916,Fashion,8
PF00001176,CON0016100,Home,8
PF00001177,CON0085783,Home,1
PF00001178,CON0030849,Home,9
PF00001179,CON0062935,Fashion,1
PF00001180,CON0006650,Fashion,9
PF00001181,CON0009754,Fashion,5
PF00001182,CON0080208,Electronics,10
PF00001183,CON0026978,Travel,4
PF00001184,CON0013822,Electronics,7
PF00001185,CON0008399,Electronics,10
PF00001186,CON0069423,Groceries,6
PF00001187,CON0059454,Health,6
PF00001188,CON0026734,Entertainment,1
PF00001189,CON0055320,Fashion,9
PF00001190,CON0096104,Automotive,7
PF00001191,CON0099052,Automotive,10
PF00001192,CON0024017,Entertainment,8
PF00001193,CON0011623,Groceries,4
PF00001194,CON0032797,Fashion,7
PF00001195,CON0099344,Fashion,7
PF00001196,CON0037197,Health,7
PF00001197,CON0054987,Electronics,8
PF00001198,CON0025715,Home,5
PF00001199,CON0091554,Automotive,4
PF00001200,CON0074783,Travel,3
PF00001201,CON0028478,Travel,9
PF00001202,CON0009902,Entertainment,2
PF00001203,CON0011801,Home,10
PF00001204,CON0087299,Groceries,3
PF00001205,CON0048619,Electronics,6
PF00001206,CON0015587,Entertainment,3
PF00001207,CON0077511,Health,5
PF00001208,CON0002222,Groceries,10
PF00001209,CON0038019,Health,6
PF00001210,CON0091403,Fashion,2
PF00001211,CON0079136,Travel,6
PF00001212,CON0064562,Groceries,7
PF00001213,CON0067056,Travel,3
PF00001214,CON0008191,Home,9
PF00001215,CON0052486,Health,1
PF00001216,CON0011261,Fashion,8
PF00001217,CON0024080,Fashion,4
PF00001218,CON0080205,Electronics,2
PF00001219,CON0075896,Electronics,9
PF00001220,CON0028248,Health,5
PF00001221,CON0067592,Health,3
PF00001222,CON0067009,Travel,5
PF00001223,CON0020460,Health,9
PF00001224,CON0020558,Automotive,1
PF00001225,CON0017537,Home,4
PF00001226,CON0009590,Travel,1
PF00001227,CON0049231,Fashion,3
PF00001228,CON0082317,Automotive,5
PF00001229,CON0047244,Groceries,2
PF00001230,CON0035967,Entertainment,8
PF00001231,CON0074135,Entertainment,7
PF00001232,CON0018336,Health,1
PF00001233,CON0029545,Groceries,1
PF00001234,CON0076110,Groceries,1
PF00001235,CON0035280,Health,10
PF00001236,CON0034514,Home,9
PF00001237,CON0005764,Automotive,8
PF00001238,CON0043950,Home,10
PF00001239,CON0088892,Fashion,8
PF00001240,CON0011204,Fashion,6
PF00001241,CON0076961,Electronics,6
PF00001242,CON0025955,Groceries,7
PF00001243,CON0034048,Home,7
PF00001244,CON0082201,Electronics,1
PF00001245,CON0085723,Fashion,8
PF00001246,CON0079991,Entertainment,6
PF00001247,CON0083841,Travel,4
PF00001248,CON0039392,Entertainment,8
PF00001249,CON0010840,Fashion,9
PF00001250,CON0065665,Fashion,9
PF00001251,CON0002228,Fashion,7
PF00001252,CON0008503,Fashion,3
PF00001253,CON0038690,Entertainment,10
PF00001254,CON0065352,Entertainment,3
PF00001255,CON0022399,Entertainment,2
PF00001256,CON0025287,Entertainment,8
PF00001257,CON0014602,Electronics,2
PF00001258,CON0052803,Fashion,9
PF00001259,CON0019427,Electronics,9
PF00001260,CON0079857,Groceries,10
PF00001261,CON0033978,Electronics,1
PF00001262,CON0058554,Fashion,6
PF00001263,CON0011065,Automotive,1
PF00001264,CON0040556,Electronics,1
PF00001265,CON0082479,Groceries,5
PF00001266,CON0093864,Electronics,4
PF00001267,CON0006233,Travel,6
PF00001268,CON0073661,Entertainment,2
PF00001269,CON0092876,Electronics,5
PF00001270,CON0091290,Home,8
PF00001271,CON0054945,Health,6
PF00001272,CON0043924,Travel,2
PF00001273,CON0049382,Travel,1
PF00001274,CON0001041,Home,1
PF00001275,CON0038026,Automotive,8
PF00001276,CON0029627,Fashion,8
PF00001277,CON0081747,Electronics,8
PF00001278,CON0025798,Health,3
PF00001279,CON0033233,Fashion,2
PF00001280,CON0077100,Home,3
PF00001281,CON0011887,Entertainment,7
PF00001282,CON0012866,Electronics,2
PF00001283,CON0037067,Electronics,8
PF00001284,CON0078438,Groceries,2
PF00001285,CON0066798,Electronics,6
PF00001286,CON0023755,Electronics,6
PF00001287,CON0051260,Entertainment,10
PF00001288,CON0004801,Fashion,2
PF00001289,CON0087020,Electronics,1
PF00001290,CON0008493,Groceries,2
PF00001291,CON0064017,Electronics,9
PF00001292,CON0074574,Entertainment,7
PF00001293,CON0076396,Travel,7
PF00001294,CON0061937,Health,3
PF00001295,CON0042284,Groceries,4
PF00001296,CON0037597,Health,8
PF00001297,CON0089309,Groceries,6
PF00001298,CON0003428,Health,3
PF00001299,CON0093686,Electronics,3
PF00001300,CON0024205,Travel,10
PF00001301,CON0092972,Entertainment,6
PF00001302,CON0024291,Home,7
PF00001303,CON0010484,Travel,4
PF00001304,CON0099742,Entertainment,7
PF00001305,CON0056693,Entertainment,7
PF00001306,CON0005512,Automotive,9
PF00001307,CON0008359,Electronics,2
PF00001308,CON0062208,Travel,2
PF00001309,CON0093552,Fashion,5
PF00001310,CON0013587,Entertainment,4
PF00001311,CON0014694,Fashion,9
PF00001312,CON0001195,Travel,10
PF00001313,CON0098833,Automotive,10
PF00001314,CON0085586,Groceries,6
PF00001315,CON0019226,Groceries,4
PF00001316,CON0000804,Automotive,7
PF00001317,CON0034095,Groceries,7
PF00001318,CON0032164,Travel,7
PF00001319,CON0084002,Electronics,7
PF00001320,CON0068217,Fashion,5
PF00001321,CON0019180,Fashion,1
PF00001322,CON0055872,Entertainment,9
PF00001323,CON0074486,Travel,8
PF00001324,CON0047547,Entertainment,7
PF00001325,CON0050426,Groceries,6
PF00001326,CON0057328,Health,9
PF00001327,CON0085080,Home,8
PF00001328,CON0099465,Fashion,5
PF00001329,CON0010200,Automotive,3
PF00001330,CON0007657,Entertainment,2
PF00001331,CON0074893,Entertainment,10
PF00001332,CON0099618,Travel,2
PF00001333,CON0083370,Groceries,4
PF00001334,CON0066615,Fashion,4
PF00001335,CON0027803,Travel,10
PF00001336,CON0077165,Automotive,6
PF00001337,CON0053205,Entertainment,1
PF00001338,CON0006642,Health,5
PF00001339,CON0055705,Travel,2
PF00001340,CON0001556,Health,7
PF00001341,CON0088771,Automotive,8
PF00001342,CON0060225,Home,7
PF00001343,CON0094011,Health,9
PF00001344,CON0057054,Automotive,1
PF00001345,CON0056475,Groceries,3
PF00001346,CON0029756,Fashion,1
PF00001347,CON0039267,Fashion,7
PF00001348,CON0058401,Automotive,1
PF00001349,CON0011814,Fashion,3
