shipment_id,sku,warehouse,order_date,ship_date,lead_time_days,quantity,cost,status
S1403,SKU2002,West DC,2024-10-06,2024-10-11,5,398,193.39,delivered
S1404,SKU2724,East DC,2024-12-21,2025-01-01,11,313,56.33,delivered
S1405,SKU6006,East DC,2024-12-17,2024-12-21,4,148,22.4,delivered
S1406,SKU9349,Central DC,2024-08-23,2024-08-31,8,252,175.71,delayed
S1407,SKU9360,East DC,2024-06-29,2024-07-10,11,65,152.79,delivered
S1408,SKU2110,East DC,2024-01-07,2024-01-10,3,350,192.66,delivered
S1409,SKU7979,Central DC,2024-11-29,2024-12-05,6,449,122.09,in_transit
S1410,SKU2279,East DC,2024-04-20,2024-04-25,5,13,62.23,delivered
S1411,SKU3302,West DC,2024-09-03,2024-09-16,13,204,146.07,in_transit
S1412,SKU4944,South DC,2024-09-24,2024-09-25,1,155,39.63,delivered
S1413,SKU5910,South DC,2024-03-05,2024-03-09,4,267,123.12,in_transit
S1414,SKU9344,East DC,2024-03-19,2024-03-31,12,153,199.73,in_transit
S1415,SKU9360,East DC,2024-12-10,2024-12-21,11,76,98.95,delivered
S1416,SKU2002,Central DC,2024-05-18,2024-05-29,11,15,87.37,delivered
S1417,SKU1703,West DC,2024-11-14,2024-11-26,12,487,149.09,delayed
S1418,SKU4154,East DC,2024-04-26,2024-05-03,7,88,55.46,delayed
S1419,SKU2279,Central DC,2024-09-23,2024-09-29,6,330,153.98,delivered
S1420,SKU8432,South DC,2024-02-12,2024-02-22,10,11,13.61,delivered
S1421,SKU5826,East DC,2024-09-01,2024-09-07,6,247,196.52,delivered
S1422,SKU4373,West DC,2024-10-02,2024-10-09,7,303,196.0,delivered
S1423,SKU3027,Central DC,2024-02-06,2024-02-17,11,78,12.83,delivered
S1424,SKU9875,South DC,2024-03-20,2024-03-27,7,205,85.0,delayed
S1425,SKU5847,East DC,2024-04-01,2024-04-04,3,288,10.7,delivered
S1426,SKU2668,South DC,2024-01-09,2024-01-22,13,241,57.03,delivered
S1427,SKU9349,Central DC,2024-11-16,2024-11-20,4,32,51.04,delivered
S1428,SKU5528,Central DC,2024-01-02,2024-01-14,12,251,126.13,delayed
S1429,SKU1009,East DC,2024-07-07,2024-07-11,4,378,96.87,in_transit
S1430,SKU8036,West DC,2024-05-31,2024-06-11,11,78,106.94,delivered
S1431,SKU2279,East DC,2024-08-29,2024-09-01,3,144,38.47,delivered
S1432,SKU3368,Central DC,2024-04-17,2024-04-28,11,41,30.58,delivered
S1433,SKU7642,East DC,2024-05-21,2024-05-24,3,189,157.65,delivered
S1434,SKU7643,Central DC,2024-05-26,2024-05-30,4,89,63.01,in_transit
S1435,SKU7087,West DC,2024-04-10,2024-04-17,7,234,54.29,delivered
S1436,SKU8036,East DC,2024-09-13,2024-09-18,5,255,160.13,delivered
S1437,SKU2279,South DC,2024-06-03,2024-06-05,2,184,107.93,delivered
S1438,SKU2724,West DC,2024-02-02,2024-02-03,1,342,12.94,in_transit
S1439,SKU8036,South DC,2024-03-15,2024-03-16,1,26,26.58,in_transit
S1440,SKU2002,West DC,2024-12-29,2025-01-09,11,192,100.71,delivered
S1441,SKU8036,Central DC,2024-05-11,2024-05-25,14,1,139.43,delayed
S1442,SKU4373,East DC,2024-07-23,2024-08-02,10,14,72.89,delivered
S1443,SKU3368,East DC,2024-11-07,2024-11-09,2,234,42.36,delayed
S1444,SKU1070,South DC,2024-07-13,2024-07-22,9,376,79.71,delayed
S1445,SKU7346,East DC,2024-09-03,2024-09-07,4,404,176.62,delivered
S1446,SKU7880,East DC,2024-05-21,2024-05-27,6,322,150.23,in_transit
S1447,SKU9349,West DC,2024-03-20,2024-03-28,8,103,190.78,delivered
S1448,SKU3525,Central DC,2024-08-26,2024-09-07,12,211,39.93,delivered
S1449,SKU3173,Central DC,2024-09-18,2024-09-21,3,239,136.88,delayed
S1450,SKU6835,East DC,2024-02-09,2024-02-18,9,255,111.65,delivered
S1451,SKU1411,East DC,2024-09-26,2024-09-28,2,151,134.16,delivered
S1452,SKU2668,South DC,2024-08-13,2024-08-25,12,245,112.03,delivered
S1453,SKU7592,East DC,2024-08-09,2024-08-17,8,15,175.24,in_transit
S1454,SKU8432,West DC,2024-02-18,2024-02-28,10,131,86.25,in_transit
S1455,SKU5826,South DC,2024-05-14,2024-05-25,11,326,194.3,delivered
S1456,SKU3027,West DC,2024-04-29,2024-04-30,1,216,80.89,in_transit
S1457,SKU8036,East DC,2024-11-29,2024-12-06,7,50,94.95,delivered
S1458,SKU9349,South DC,2024-01-29,2024-02-09,11,392,34.77,delivered
S1459,SKU9565,South DC,2024-08-08,2024-08-13,5,72,126.65,in_transit
S1460,SKU2279,West DC,2024-11-15,2024-11-23,8,494,129.04,delivered
S1461,SKU1411,Central DC,2024-05-22,2024-05-31,9,112,95.5,delivered
S1462,SKU2110,Central DC,2024-03-02,2024-03-08,6,94,144.52,delivered
S1463,SKU1009,East DC,2024-09-29,2024-10-03,4,432,40.72,delayed
S1464,SKU2002,South DC,2024-12-15,2024-12-19,4,183,85.76,delivered
S1465,SKU7592,South DC,2024-04-18,2024-04-20,2,431,71.77,delayed
S1466,SKU3173,South DC,2024-09-18,2024-09-25,7,34,194.57,in_transit
S1467,SKU8432,Central DC,2024-05-09,2024-05-11,2,361,126.2,delayed
S1468,SKU8562,West DC,2024-01-18,2024-01-20,2,34,93.46,in_transit
S1469,SKU1441,West DC,2024-12-09,2024-12-15,6,220,193.25,delivered
S1470,SKU9648,West DC,2024-09-14,2024-09-25,11,364,48.22,delayed
S1471,SKU1441,South DC,2024-04-30,2024-05-08,8,383,124.4,delivered
S1472,SKU6835,Central DC,2024-01-25,2024-02-01,7,230,152.6,delivered
S1473,SKU6442,South DC,2024-06-20,2024-06-27,7,309,103.67,delivered
S1474,SKU7642,East DC,2024-01-09,2024-01-21,12,127,27.8,delayed
S1475,SKU5873,South DC,2024-07-17,2024-07-20,3,157,20.96,in_transit
S1476,SKU5092,Central DC,2024-04-16,2024-04-18,2,130,85.83,in_transit
S1477,SKU2668,South DC,2024-09-21,2024-09-24,3,53,113.49,delivered
S1478,SKU4417,South DC,2024-04-15,2024-04-20,5,212,109.24,in_transit
S1479,SKU7642,South DC,2024-06-07,2024-06-20,13,2,124.54,in_transit
S1480,SKU9738,Central DC,2024-10-24,2024-10-30,6,80,105.04,delayed
S1481,SKU5847,East DC,2024-02-03,2024-02-17,14,332,118.84,delayed
S1482,SKU9738,East DC,2024-07-18,2024-07-21,3,368,105.92,delivered
S1483,SKU5910,Central DC,2024-07-12,2024-07-15,3,206,97.51,delivered
S1484,SKU6442,East DC,2024-01-23,2024-01-31,8,114,85.97,delayed
S1485,SKU2668,South DC,2024-05-11,2024-05-21,10,44,184.66,in_transit
S1486,SKU3280,East DC,2024-06-03,2024-06-16,13,187,100.61,delayed
S1487,SKU3173,South DC,2024-06-20,2024-06-25,5,110,7.43,delayed
S1488,SKU5873,South DC,2024-11-29,2024-12-10,11,288,42.15,delayed
S1489,SKU7979,Central DC,2024-10-19,2024-10-20,1,203,44.13,delivered
S1490,SKU3027,East DC,2024-02-11,2024-02-15,4,428,72.82,delivered
S1491,SKU2002,East DC,2024-04-23,2024-04-24,1,129,37.03,in_transit
S1492,SKU5873,West DC,2024-02-09,2024-02-14,5,462,55.55,delivered
S1493,SKU4944,West DC,2024-05-02,2024-05-09,7,299,33.47,delivered
S1494,SKU7087,East DC,2024-09-26,2024-10-10,14,106,126.9,in_transit
S1495,SKU8036,West DC,2024-01-29,2024-02-07,9,328,151.6,in_transit
S1496,SKU7346,East DC,2024-04-22,2024-04-27,5,396,22.5,in_transit
S1497,SKU5528,East DC,2024-06-06,2024-06-07,1,102,84.36,delivered
S1498,SKU9360,South DC,2024-10-02,2024-10-10,8,302,70.36,delivered
S1499,SKU8562,South DC,2024-04-09,2024-04-23,14,330,13.51,delivered
S1500,SKU1141,South DC,2024-03-16,2024-03-27,11,388,134.24,delivered
