loan_id,customer_id,loan_date,amount,interest_rate,term_months,status
L000485,C038303,2021-03-12,102524.57,5.38,60,active
L000486,C026549,2020-05-28,311719.87,9.73,36,active
L000487,C002095,2021-05-21,427177.66,9.1,12,paid
L000488,C046966,2021-06-02,126575.34,12.31,24,paid
L000489,C002955,2022-05-19,120552.1,9.43,12,defaulted
L000490,C001414,2022-06-27,125853.73,5.58,48,active
L000491,C028470,2020-09-01,6997.45,9.37,60,active
L000492,C029507,2022-01-20,95705.3,11.58,48,active
L000493,C001945,2021-03-18,261826.18,13.0,24,active
L000494,C026572,2021-09-25,170978.91,7.03,48,defaulted
L000495,C023561,2022-03-08,226444.28,3.64,24,paid
L000496,C011202,2020-08-30,478113.56,12.85,24,active
L000497,C017492,2023-04-06,248767.46,13.59,48,paid
L000498,C038258,2020-06-02,274968.04,9.19,24,active
L000499,C025288,2021-01-09,426838.15,11.98,60,active
L000500,C030239,2020-11-19,105802.5,4.6,60,active
L000501,C001730,2020-02-04,362591.6,9.84,24,paid
L000502,C028102,2022-08-20,5402.65,3.12,24,defaulted
L000503,C024663,2022-03-10,291968.79,3.15,12,active
L000504,C048805,2020-05-06,250252.87,13.96,12,paid
L000505,C002977,2021-05-31,51210.13,13.85,24,defaulted
L000506,C033991,2022-01-04,41318.0,5.21,60,paid
L000507,C013843,2020-06-30,426781.34,12.49,60,active
L000508,C019807,2020-01-09,311030.19,9.41,36,active
L000509,C032053,2020-08-19,281120.0,9.94,12,active
L000510,C048444,2022-04-30,290037.28,3.36,24,active
L000511,C021693,2022-01-30,20208.85,7.29,12,active
L000512,C017100,2021-09-06,185696.98,14.22,48,paid
L000513,C049588,2020-04-25,363066.76,8.5,36,defaulted
L000514,C026815,2020-05-09,269418.42,10.24,12,paid
L000515,C036546,2020-09-18,185094.2,3.31,12,active
L000516,C040236,2022-03-21,128748.84,3.16,36,active
L000517,C035428,2021-03-03,196336.88,6.64,60,active
L000518,C005854,2021-05-25,409025.39,14.49,36,active
L000519,C030552,2023-04-06,149573.33,10.36,12,active
L000520,C017011,2020-05-29,162404.42,13.12,48,active
L000521,C015297,2021-08-28,367495.44,10.78,24,defaulted
L000522,C040790,2022-07-22,55714.12,10.78,60,defaulted
L000523,C006085,2021-03-30,465026.09,12.38,48,active
L000524,C025579,2021-10-10,144056.48,4.8,24,paid
L000525,C024439,2020-07-10,342961.31,13.55,12,defaulted
L000526,C038958,2020-11-23,57812.74,12.33,24,active
L000527,C002320,2022-01-04,224470.72,4.7,60,defaulted
L000528,C011308,2021-03-28,380785.25,3.81,60,active
L000529,C048476,2022-01-01,341158.21,5.05,12,active
L000530,C036861,2021-05-17,184800.85,7.14,48,defaulted
L000531,C026375,2022-05-25,370451.43,12.98,12,paid
L000532,C045565,2021-02-12,495805.96,9.48,24,defaulted
L000533,C045317,2022-10-25,141284.54,11.62,36,defaulted
L000534,C034272,2021-04-22,4736.21,8.18,24,paid
L000535,C009234,2022-09-30,90494.11,14.46,12,defaulted
L000536,C015343,2022-12-14,330044.99,13.21,36,defaulted
L000537,C041131,2021-07-19,142489.98,3.57,24,active
L000538,C041885,2022-06-08,29749.83,5.82,36,paid
L000539,C046225,2021-03-07,136884.84,14.91,60,active
L000540,C023300,2021-06-10,97662.69,4.17,24,active
L000541,C020924,2023-01-28,13231.0,12.71,24,active
L000542,C020570,2021-12-09,301970.24,13.14,12,active
L000543,C030169,2022-11-13,299931.22,12.9,24,defaulted
L000544,C043817,2020-11-04,432312.32,12.95,36,defaulted
L000545,C031941,2021-09-15,468020.49,10.39,12,paid
L000546,C017122,2021-09-02,363457.45,14.64,60,paid
L000547,C037778,2022-05-26,5332.06,10.86,24,active
L000548,C043201,2020-09-05,54580.65,13.35,36,active
L000549,C002868,2022-11-23,266050.75,12.36,48,defaulted
L000550,C005959,2022-03-08,165172.42,6.44,48,active
L000551,C009378,2020-05-31,227976.63,3.89,36,active
L000552,C041127,2021-09-09,103285.76,14.78,60,active
L000553,C019487,2023-01-27,436475.29,14.31,36,active
L000554,C033453,2021-01-05,479405.69,14.9,24,paid
L000555,C020398,2020-12-12,96730.22,6.9,60,paid
L000556,C010961,2020-11-16,76486.31,3.08,24,paid
L000557,C024631,2020-01-28,294268.05,9.07,60,defaulted
L000558,C004717,2022-07-03,238861.09,7.17,60,active
L000559,C038652,2020-08-09,11491.97,12.79,48,active
L000560,C018481,2020-07-27,102598.22,4.38,48,paid
L000561,C031970,2022-12-25,350788.62,8.37,60,active
L000562,C042786,2023-03-29,250839.55,5.85,24,active
L000563,C013604,2021-11-22,442945.56,3.07,60,active
L000564,C010991,2020-04-02,100847.56,5.35,24,active
L000565,C032516,2021-06-15,14960.47,7.71,48,active
L000566,C042796,2020-06-10,326385.64,6.61,48,defaulted
L000567,C048608,2023-04-10,284290.38,8.84,48,active
L000568,C013713,2022-01-15,6694.58,11.13,60,active
L000569,C040412,2021-09-11,176424.06,8.64,24,active
L000570,C025829,2022-02-06,145106.96,13.31,60,active
L000571,C037192,2020-04-26,429080.93,7.57,12,paid
L000572,C038631,2020-09-07,358618.29,5.81,24,defaulted
L000573,C028934,2023-02-03,190727.39,4.91,60,active
L000574,C034906,2020-12-24,144400.43,12.32,36,paid
L000575,C034441,2020-11-23,128462.81,5.21,24,paid
L000576,C007669,2022-12-16,416989.22,6.28,60,active
L000577,C045280,2020-04-26,126250.95,9.61,48,active
L000578,C011068,2020-12-16,410844.61,14.24,12,paid
L000579,C022798,2021-10-01,301868.55,5.91,24,active
L000580,C032836,2020-11-24,110274.92,7.94,48,paid
L000581,C025224,2020-05-16,416388.88,8.97,60,paid
L000582,C043460,2020-11-28,216833.72,12.84,12,defaulted
L000583,C043256,2021-02-08,58148.38,4.33,48,paid
L000584,C016872,2023-01-18,115880.89,13.94,60,active
L000585,C043255,2022-03-20,431396.25,3.36,36,active
L000586,C017084,2023-03-31,412042.04,10.84,60,defaulted
L000587,C039282,2022-01-26,264758.28,6.75,24,active
L000588,C037664,2022-09-28,297201.05,7.22,48,active
L000589,C020919,2022-06-01,119152.7,13.28,24,active
L000590,C023116,2020-09-03,484018.95,12.05,48,active
L000591,C013431,2022-07-14,149260.62,11.34,12,active
L000592,C041871,2022-03-23,268916.15,7.83,36,paid
L000593,C036961,2020-08-29,472539.05,11.57,36,active
L000594,C023652,2021-11-13,97545.66,13.08,24,paid
L000595,C035621,2020-11-27,224969.87,8.54,24,defaulted
L000596,C044868,2021-04-25,33280.89,14.22,36,active
L000597,C035564,2022-04-10,440013.38,3.16,24,active
L000598,C022179,2020-11-08,31938.15,5.0,48,active
L000599,C029646,2022-07-02,438461.35,13.54,36,active
L000600,C021664,2022-04-16,239858.21,14.71,36,paid
L000601,C029397,2020-02-20,129446.0,14.62,24,defaulted
L000602,C042008,2020-07-06,447799.99,5.97,36,paid
L000603,C046633,2023-01-07,131410.17,5.91,60,paid
L000604,C036667,2021-07-29,479381.67,11.37,24,active
L000605,C034576,2022-08-05,434643.55,12.2,36,active
L000606,C047288,2020-08-01,208541.94,8.16,48,active
L000607,C029980,2020-11-22,305176.51,11.57,24,active
L000608,C026950,2022-03-26,489544.96,12.51,48,active
L000609,C014165,2021-12-27,424286.52,9.03,48,paid
L000610,C007988,2020-07-10,177320.21,12.35,36,paid
L000611,C004500,2021-11-25,304839.27,6.37,60,paid
L000612,C017418,2022-07-12,456578.67,8.24,36,active
L000613,C018917,2020-02-15,269614.16,14.38,48,paid
L000614,C040185,2021-07-08,332585.27,4.92,60,defaulted
L000615,C021912,2022-02-13,362400.16,7.58,12,active
L000616,C003685,2023-04-06,498464.02,11.3,12,active
L000617,C049778,2023-03-10,347753.13,13.77,48,active
L000618,C039090,2022-09-14,194436.52,5.62,48,defaulted
L000619,C033141,2023-01-05,212581.5,12.02,60,paid
L000620,C021720,2022-04-04,166306.69,11.02,48,defaulted
L000621,C005776,2023-02-11,436543.04,14.86,60,defaulted
L000622,C034563,2021-12-28,231648.37,6.19,36,paid
L000623,C044183,2020-09-11,89744.92,9.79,48,active
L000624,C022248,2020-11-10,494292.08,9.5,36,active
L000625,C040645,2022-10-22,206838.5,8.58,12,defaulted
L000626,C034218,2022-01-28,205567.77,9.33,60,active
L000627,C015144,2022-02-21,294137.79,13.32,24,active
L000628,C003510,2021-03-22,74720.8,7.14,60,active
L000629,C022542,2020-07-21,323093.58,8.8,60,paid
L000630,C000561,2020-09-30,212405.46,13.9,48,defaulted
L000631,C007343,2021-06-24,238505.29,9.33,36,active
L000632,C043150,2022-06-10,482106.73,6.79,12,active
L000633,C036497,2021-07-03,31565.62,10.55,48,active
L000634,C009526,2020-11-22,193861.65,5.47,60,active
L000635,C048799,2022-02-25,68111.64,13.4,24,defaulted
L000636,C003964,2020-12-29,184126.01,3.2,12,active
L000637,C021206,2021-09-12,469886.1,4.5,36,paid
L000638,C031948,2020-12-02,72701.26,6.39,60,active
L000639,C023935,2021-03-29,222819.97,12.17,12,active
L000640,C011159,2021-06-07,158962.94,11.05,60,paid
L000641,C047222,2020-02-26,331060.58,7.26,36,paid
L000642,C041923,2020-10-03,256225.02,9.42,60,active
L000643,C043611,2022-06-07,44719.07,7.84,24,active
L000644,C023455,2021-11-01,400780.39,6.78,48,active
L000645,C032779,2022-01-31,294722.88,10.56,24,active
L000646,C000839,2022-07-15,6607.26,3.62,36,active
L000647,C022651,2022-06-21,472986.82,6.33,36,paid
L000648,C020991,2022-06-21,211811.42,8.85,24,paid
L000649,C028666,2020-07-10,268098.6,12.37,48,defaulted
L000650,C008052,2020-04-19,387183.34,7.66,48,active
L000651,C033455,2020-05-12,266366.39,10.21,60,active
L000652,C016467,2021-09-01,302511.74,3.0,24,active
L000653,C016121,2022-02-13,368786.83,10.21,48,active
L000654,C000579,2022-10-14,494351.01,8.96,48,active
L000655,C013772,2023-04-08,116321.89,5.51,60,active
L000656,C003652,2021-03-19,41605.99,4.23,48,active
L000657,C037139,2022-12-27,216824.2,3.49,36,paid
L000658,C048723,2020-10-29,294955.17,5.22,48,defaulted
L000659,C019750,2020-01-02,460683.56,4.68,36,active
L000660,C033115,2022-09-29,159507.64,7.56,24,paid
L000661,C043638,2021-11-18,114175.49,10.51,36,active
L000662,C018694,2021-09-18,357086.46,3.22,36,active
L000663,C045665,2020-02-11,64900.21,10.92,48,active
L000664,C045172,2020-07-26,7047.8,9.83,12,paid
L000665,C040705,2022-09-08,107288.2,13.85,24,active
L000666,C005999,2021-08-17,309505.5,11.59,24,active
L000667,C046042,2021-08-24,214071.71,13.05,24,active
L000668,C003245,2021-01-21,127636.25,9.99,48,active
L000669,C000702,2022-12-22,441059.44,9.35,24,defaulted
L000670,C032866,2021-03-26,13388.35,12.59,12,paid
L000671,C043558,2020-11-12,295310.89,5.71,24,defaulted
L000672,C043450,2022-02-24,346112.3,14.38,36,defaulted
L000673,C024029,2021-06-10,136666.5,4.34,60,paid
L000674,C039234,2022-10-03,50192.99,12.05,60,active
L000675,C012697,2020-02-26,129305.13,10.25,24,paid
L000676,C044348,2022-04-15,231123.05,8.24,36,active
L000677,C043163,2021-04-26,21037.27,9.03,48,active
L000678,C015048,2023-02-23,428504.55,13.33,12,active
L000679,C003617,2021-04-27,52569.39,8.77,24,active
L000680,C038682,2022-10-02,380619.4,4.17,48,defaulted
L000681,C030260,2022-08-28,117741.08,3.29,12,active
L000682,C046977,2021-11-07,369582.22,13.38,60,active
L000683,C044353,2022-09-25,182042.92,11.55,24,paid
L000684,C039635,2022-05-19,154624.94,6.19,60,active
L000685,C048285,2022-08-29,191158.88,5.64,36,paid
L000686,C001179,2023-03-30,113417.3,7.74,60,active
L000687,C028176,2020-01-24,308588.52,3.46,24,active
L000688,C012891,2022-03-21,361294.18,9.38,60,defaulted
L000689,C013691,2020-03-17,113968.6,10.43,12,paid
L000690,C041092,2021-11-01,165624.27,10.11,60,active
L000691,C033210,2021-03-08,378531.41,14.42,60,paid
L000692,C025950,2022-10-13,127998.26,6.81,48,paid
L000693,C049491,2020-06-12,200519.96,14.52,36,active
L000694,C020240,2022-11-11,104906.4,6.63,24,active
L000695,C027965,2021-03-13,179084.64,4.87,60,active
L000696,C041784,2022-06-26,263095.23,12.47,24,defaulted
L000697,C010618,2021-08-31,228837.26,13.36,60,defaulted
L000698,C035819,2022-12-09,491832.21,9.73,36,active
L000699,C046057,2021-09-11,284427.83,9.59,12,active
L000700,C049258,2020-01-03,446103.11,5.8,36,active
L000701,C046878,2021-01-13,386999.88,5.1,24,paid
L000702,C002674,2022-04-28,32794.38,3.5,60,active
L000703,C031312,2022-11-15,405317.62,4.96,24,active
L000704,C020161,2022-08-23,222750.6,12.48,48,active
L000705,C032447,2022-08-06,219865.26,5.86,48,active
L000706,C028164,2021-06-03,463265.75,7.07,60,active
L000707,C040582,2022-01-28,248243.31,7.05,60,paid
L000708,C006158,2021-06-23,422691.73,7.8,60,active
L000709,C049478,2022-02-21,287915.27,6.59,60,paid
L000710,C033664,2020-09-11,373056.73,4.31,48,paid
L000711,C044240,2022-05-20,126083.69,13.01,12,active
L000712,C020256,2022-12-24,22263.79,9.61,12,active
L000713,C012403,2022-02-23,374579.04,13.38,48,active
L000714,C031711,2021-08-20,396968.77,9.37,36,defaulted
L000715,C031897,2022-06-22,484365.56,10.98,36,active
L000716,C029308,2023-02-26,113195.25,9.35,12,defaulted
L000717,C012765,2023-02-04,253125.41,10.37,24,active
L000718,C035845,2022-05-08,66629.94,9.5,24,active
L000719,C005476,2022-04-20,352259.13,12.98,36,active
L000720,C040203,2020-02-17,72067.11,10.51,36,active
L000721,C007307,2022-03-10,279024.58,4.85,12,paid
L000722,C020265,2021-05-18,393187.67,12.34,48,defaulted
L000723,C044925,2020-02-25,47819.55,8.91,48,active
L000724,C008263,2023-03-03,316560.06,14.43,24,defaulted
L000725,C043304,2022-05-26,27154.46,8.77,48,defaulted
L000726,C014224,2022-01-14,342586.08,7.27,60,active
L000727,C003725,2021-02-04,19969.12,4.97,48,active
L000728,C019972,2022-12-08,126312.01,6.92,24,active
L000729,C026806,2021-08-21,345532.39,12.49,48,paid
L000730,C018816,2020-07-05,319442.07,14.98,48,active
L000731,C037127,2022-12-03,381897.25,13.7,12,active
L000732,C017131,2022-10-30,398768.78,12.89,24,active
L000733,C006576,2020-09-22,248447.4,13.83,12,paid
L000734,C044876,2022-06-19,309983.05,5.78,12,active
L000735,C047778,2020-06-30,336075.94,4.68,36,paid
L000736,C029024,2020-07-08,55511.12,12.48,12,paid
L000737,C022662,2021-09-16,82457.23,5.71,24,active
L000738,C001711,2021-07-06,234638.32,9.34,12,active
L000739,C030204,2020-03-03,3965.69,4.37,36,defaulted
L000740,C034910,2020-03-19,409655.97,5.37,24,active
L000741,C016544,2023-03-23,335762.25,10.35,60,active
L000742,C019410,2021-08-22,427660.87,7.79,48,active
L000743,C036263,2022-11-05,88181.44,9.4,24,paid
L000744,C021587,2021-02-27,44273.73,7.73,12,active
L000745,C024297,2021-01-06,294669.33,14.94,24,defaulted
L000746,C015169,2023-03-23,91526.35,8.11,24,defaulted
L000747,C045895,2022-10-26,89113.27,6.49,24,active
L000748,C041898,2020-03-21,108344.77,12.2,60,active
L000749,C040250,2020-11-29,483439.72,5.47,36,active
L000750,C043166,2020-09-11,243045.44,8.96,24,active
L000751,C041287,2020-01-23,488622.78,10.62,60,paid
L000752,C046556,2020-10-09,34150.78,14.35,36,defaulted
L000753,C000189,2020-04-17,330026.41,11.34,48,paid
L000754,C028040,2020-03-02,178131.26,9.11,12,active
L000755,C022518,2020-07-17,102975.46,3.72,12,paid
L000756,C002019,2021-07-02,314070.74,14.2,36,defaulted
L000757,C026168,2022-02-07,260955.45,3.75,24,defaulted
L000758,C017884,2020-12-05,185120.52,14.45,48,paid
L000759,C033279,2022-03-02,95425.26,11.69,24,active
L000760,C028676,2020-04-22,391448.5,10.83,60,defaulted
L000761,C024128,2021-11-07,372604.35,4.05,12,active
L000762,C006490,2020-01-11,320151.52,9.23,60,active
L000763,C037543,2022-09-20,91158.65,14.2,24,defaulted
L000764,C030686,2021-04-05,81152.01,10.08,60,active
L000765,C027440,2020-01-31,403249.18,9.97,12,active
L000766,C015824,2022-11-25,100635.86,9.83,48,paid
L000767,C038412,2021-04-30,402242.17,12.69,36,active
L000768,C029818,2023-03-02,486409.81,11.27,24,paid
L000769,C015782,2022-04-04,74603.09,3.98,60,active
L000770,C030806,2020-10-19,165815.37,9.16,36,active
L000771,C044736,2020-12-13,201057.63,12.45,48,active
L000772,C042949,2022-08-27,360769.08,3.63,60,paid
L000773,C032755,2020-05-11,230496.62,13.9,60,active
L000774,C036334,2022-05-24,343127.45,5.9,24,active
L000775,C010107,2021-07-21,465911.19,13.9,60,active
L000776,C001985,2020-07-24,413336.76,8.53,12,active
L000777,C040402,2022-06-02,383061.25,4.88,36,active
L000778,C023325,2021-03-08,157426.03,14.89,48,paid
L000779,C046005,2022-06-01,395935.2,11.71,48,paid
L000780,C012095,2022-09-18,412222.06,8.26,12,active
L000781,C018391,2021-02-14,37787.21,15.0,24,active
L000782,C002361,2021-02-26,150195.74,5.73,12,active
L000783,C038799,2020-04-14,156445.07,8.48,60,defaulted
L000784,C024880,2020-03-28,185892.16,7.34,60,active
L000785,C008938,2021-05-16,199353.47,5.81,12,paid
L000786,C017605,2020-12-05,293361.84,10.68,36,active
L000787,C047760,2021-04-28,308293.04,5.77,60,active
L000788,C037882,2020-06-20,282203.5,8.05,48,active
L000789,C033466,2020-12-22,129681.9,4.84,36,defaulted
L000790,C035096,2021-09-12,268269.37,7.13,48,paid
L000791,C043335,2022-11-10,164417.13,9.61,24,active
L000792,C020836,2021-06-10,42606.95,5.31,12,paid
L000793,C032606,2022-01-11,64526.24,13.02,60,paid
L000794,C013064,2021-12-28,244397.74,8.23,24,paid
L000795,C032105,2021-06-27,94878.49,14.57,60,paid
L000796,C008738,2021-09-04,329723.24,9.91,36,defaulted
L000797,C013270,2021-07-06,455391.21,12.09,48,active
L000798,C012811,2020-07-11,460543.62,13.41,36,defaulted
L000799,C043184,2020-09-20,391645.46,8.81,36,active
L000800,C049824,2020-08-16,263876.94,13.74,24,paid
L000801,C009623,2020-06-26,202931.5,14.7,36,active
L000802,C004519,2022-04-29,481221.54,6.24,48,active
L000803,C001621,2020-10-26,380708.46,8.52,60,active
L000804,C038790,2021-04-12,50793.17,4.06,24,active
L000805,C030106,2020-03-29,17959.42,13.78,36,active
L000806,C026704,2020-10-19,92789.39,12.28,60,active
L000807,C043870,2022-12-02,471612.77,3.79,36,active
L000808,C015141,2021-11-13,491186.2,3.17,24,active
L000809,C018960,2021-12-03,44120.14,5.33,12,defaulted
L000810,C027613,2022-03-05,16757.2,14.54,36,active
L000811,C024427,2023-02-19,234109.57,12.03,24,active
L000812,C049548,2021-03-24,157057.18,8.67,24,active
L000813,C045000,2021-11-30,192837.87,7.91,24,active
L000814,C027239,2021-12-11,64851.0,6.03,24,defaulted
L000815,C029667,2022-09-15,351455.01,10.87,12,active
L000816,C036391,2022-02-04,53563.77,8.87,24,defaulted
L000817,C021864,2020-05-08,128647.87,9.91,60,paid
L000818,C017622,2022-05-11,433464.23,10.73,12,defaulted
L000819,C040789,2021-11-12,15857.85,10.7,48,paid
L000820,C045233,2022-09-08,419081.93,11.66,36,active
L000821,C036210,2021-11-20,352017.01,4.39,12,active
L000822,C045887,2023-03-09,483675.29,12.94,36,defaulted
L000823,C018312,2020-02-19,459754.62,7.47,60,active
L000824,C018235,2020-11-04,105060.63,8.12,24,active
L000825,C006046,2021-01-17,171757.31,3.85,12,paid
L000826,C037469,2020-08-04,130771.02,13.72,24,active
L000827,C011210,2020-06-08,28298.47,4.11,12,active
L000828,C009933,2022-06-22,159877.59,10.22,24,active
L000829,C047560,2023-02-19,276047.83,3.1,36,active
L000830,C029656,2023-03-18,491120.9,14.82,60,active
L000831,C026266,2023-01-23,243634.37,9.99,36,active
L000832,C000733,2022-04-26,446283.82,5.25,36,active
L000833,C044954,2020-01-23,342045.43,9.92,48,paid
L000834,C009876,2021-08-08,120826.87,14.78,36,active
L000835,C036685,2021-11-23,481073.42,9.11,48,active
L000836,C046371,2023-03-04,370213.54,9.45,48,active
L000837,C031468,2021-07-22,310330.11,5.13,12,defaulted
L000838,C040612,2020-08-14,61076.65,11.03,60,active
L000839,C047116,2021-05-16,166233.11,7.34,12,paid
L000840,C035163,2021-08-16,191799.71,7.18,36,paid
L000841,C036377,2022-01-19,339645.4,13.28,36,paid
L000842,C033043,2021-06-25,411626.78,14.42,12,active
L000843,C004929,2022-07-26,145703.25,7.7,24,active
L000844,C032290,2020-01-27,232758.96,9.27,36,active
L000845,C047632,2020-07-14,95937.04,13.32,48,active
L000846,C001836,2022-10-19,433033.07,6.99,36,paid
L000847,C000172,2021-08-24,227877.52,8.35,24,active
L000848,C001455,2021-09-21,143384.55,9.91,36,paid
L000849,C034549,2021-04-24,260413.96,7.58,48,active
L000850,C013089,2021-01-30,479927.94,3.38,60,active
L000851,C049535,2021-12-10,77450.01,3.62,60,paid
L000852,C013923,2021-03-31,294362.72,12.1,36,paid
L000853,C041990,2020-12-25,158112.01,6.86,60,active
L000854,C030715,2020-03-14,52820.92,4.96,60,active
L000855,C041072,2022-02-22,62363.0,11.51,48,defaulted
L000856,C046625,2020-12-08,294862.04,13.72,36,active
L000857,C003681,2021-02-05,77120.81,11.59,48,paid
L000858,C012980,2022-02-15,80167.38,12.67,24,paid
L000859,C039358,2022-12-26,461434.2,7.43,48,active
L000860,C027040,2020-03-14,144751.24,6.57,36,defaulted
L000861,C008136,2020-03-25,479426.99,12.62,48,paid
L000862,C014409,2021-08-18,119158.57,5.61,12,active
L000863,C048841,2020-06-11,4487.53,3.64,12,defaulted
