individual_id,household_id,age,gender,education,employment,income
I00000513,H0034367,7,M,Bachelors,Student,67674
I00000514,H0059327,62,F,HS Diploma,Unemployed,184747
I00000515,H0000130,54,M,Doctorate,Student,169040
I00000516,H0022694,57,F,Less than HS,Employed,60623
I00000517,H0091490,32,M,Masters,Student,478713
I00000518,H0067638,59,M,Masters,Self-Employed,376211
I00000519,H0049936,5,M,Doctorate,Retired,492223
I00000520,H0099754,61,M,Bachelors,Student,240530
I00000521,H0067949,34,F,Masters,Retired,458532
I00000522,H0048812,89,M,Bachelors,Student,52116
I00000523,H0048240,46,F,HS Diploma,Retired,469491
I00000524,H0081564,95,F,Bachelors,Self-Employed,140453
I00000525,H0002005,17,F,Masters,Self-Employed,367922
I00000526,H0088264,70,M,Masters,Employed,114038
I00000527,H0075185,78,M,Bachelors,Self-Employed,424343
I00000528,H0030207,67,M,Doctorate,Self-Employed,116475
I00000529,H0031571,30,F,Less than HS,Student,188918
I00000530,H0081550,9,F,Less than HS,Unemployed,424745
I00000531,H0088276,34,M,Some College,Unemployed,89616
I00000532,H0062956,78,M,Bachelors,Employed,443182
I00000533,H0010733,81,M,Bachelors,Student,142348
I00000534,H0003201,13,M,Masters,Unemployed,176329
I00000535,H0039061,73,M,Masters,Unemployed,15011
I00000536,H0089813,84,M,Bachelors,Employed,73646
I00000537,H0000103,85,M,Some College,Self-Employed,352753
I00000538,H0018295,70,M,HS Diploma,Self-Employed,234434
I00000539,H0015859,3,F,HS Diploma,Self-Employed,196125
I00000540,H0045719,15,F,Masters,Retired,154310
I00000541,H0087532,35,F,Less than HS,Student,230859
I00000542,H0078226,65,M,Doctorate,Self-Employed,237144
I00000543,H0085526,3,F,Less than HS,Employed,462271
I00000544,H0075257,84,M,Bachelors,Employed,154278
I00000545,H0049928,13,M,HS Diploma,Unemployed,95773
I00000546,H0060988,31,M,Some College,Retired,198216
I00000547,H0006829,90,F,Masters,Unemployed,176713
I00000548,H0006891,62,M,Bachelors,Employed,222606
I00000549,H0002754,89,M,Bachelors,Retired,178178
I00000550,H0098553,85,M,HS Diploma,Employed,222063
I00000551,H0064014,36,F,Less than HS,Self-Employed,29466
I00000552,H0069100,98,M,Masters,Unemployed,428616
I00000553,H0003626,72,F,Doctorate,Self-Employed,343587
I00000554,H0029820,71,M,Some College,Self-Employed,333831
I00000555,H0033780,82,F,Some College,Retired,411793
I00000556,H0091559,26,M,Less than HS,Self-Employed,206093
I00000557,H0028351,6,F,Bachelors,Employed,33959
I00000558,H0062448,26,F,Less than HS,Student,497787
I00000559,H0040162,92,F,Less than HS,Self-Employed,265239
I00000560,H0011490,23,M,Less than HS,Student,197142
I00000561,H0012813,47,M,Doctorate,Employed,332942
I00000562,H0066717,51,F,Masters,Employed,145364
I00000563,H0035815,59,F,Doctorate,Student,352694
I00000564,H0099373,99,F,Some College,Employed,411103
I00000565,H0048473,41,F,Masters,Unemployed,494780
I00000566,H0046289,54,M,Less than HS,Student,473809
I00000567,H0031630,33,M,Less than HS,Unemployed,134995
I00000568,H0071538,82,F,HS Diploma,Employed,390821
I00000569,H0060233,8,F,Doctorate,Unemployed,263791
I00000570,H0003088,100,F,Bachelors,Unemployed,325969
I00000571,H0057784,37,F,Bachelors,Unemployed,21672
I00000572,H0017722,52,M,Less than HS,Student,154794
I00000573,H0029558,25,F,Masters,Self-Employed,88137
I00000574,H0090170,15,M,Some College,Retired,37334
I00000575,H0086521,64,M,HS Diploma,Student,286512
I00000576,H0015273,74,F,Masters,Student,310053
I00000577,H0079257,35,M,Less than HS,Retired,267719
I00000578,H0009577,62,F,Less than HS,Unemployed,395752
I00000579,H0033452,46,M,HS Diploma,Student,359106
I00000580,H0026677,39,M,HS Diploma,Self-Employed,412673
I00000581,H0047607,36,F,Bachelors,Student,22597
I00000582,H0043716,93,F,Bachelors,Unemployed,206753
I00000583,H0012621,6,F,Doctorate,Retired,361645
I00000584,H0069350,96,F,Bachelors,Retired,315193
I00000585,H0008734,57,F,Less than HS,Student,6853
I00000586,H0000251,3,F,HS Diploma,Retired,383480
I00000587,H0003306,22,F,Doctorate,Retired,244700
I00000588,H0045325,88,F,Some College,Self-Employed,318132
I00000589,H0095159,60,F,Bachelors,Student,455443
I00000590,H0083907,79,F,Masters,Self-Employed,283399
I00000591,H0050466,66,M,Bachelors,Self-Employed,454187
I00000592,H0004431,55,F,Masters,Retired,254455
I00000593,H0042453,99,F,Masters,Unemployed,459429
I00000594,H0098700,92,F,Less than HS,Unemployed,155904
I00000595,H0074934,70,F,Masters,Student,12531
I00000596,H0015473,49,M,Some College,Employed,177917
I00000597,H0043768,33,F,Bachelors,Self-Employed,415483
I00000598,H0002703,1,M,Doctorate,Unemployed,246689
I00000599,H0094065,38,F,HS Diploma,Student,163280
I00000600,H0039365,57,F,Doctorate,Retired,435911
I00000601,H0029766,4,M,Less than HS,Employed,218074
I00000602,H0040392,56,M,Bachelors,Employed,308215
I00000603,H0063395,78,M,Masters,Unemployed,456896
I00000604,H0077361,8,M,Less than HS,Student,470181
I00000605,H0008620,48,M,Some College,Unemployed,445976
I00000606,H0014195,96,F,Masters,Unemployed,343162
I00000607,H0090722,24,M,Less than HS,Unemployed,245218
I00000608,H0079301,33,F,Less than HS,Self-Employed,114586
I00000609,H0067464,83,F,Doctorate,Retired,46544
I00000610,H0092901,56,F,Some College,Unemployed,159884
I00000611,H0001031,46,M,Less than HS,Employed,371338
I00000612,H0097297,21,M,Some College,Employed,88802
I00000613,H0088945,57,F,Bachelors,Employed,16751
I00000614,H0075243,29,F,Bachelors,Self-Employed,278992
I00000615,H0001113,11,F,Less than HS,Employed,108336
I00000616,H0008763,85,F,Bachelors,Retired,176158
I00000617,H0082846,39,F,Some College,Student,165906
I00000618,H0070029,26,F,Less than HS,Self-Employed,354916
I00000619,H0018191,74,F,Some College,Student,197276
I00000620,H0043475,9,M,Doctorate,Student,122279
I00000621,H0052696,22,M,Bachelors,Retired,372068
I00000622,H0070627,85,M,Some College,Self-Employed,304329
I00000623,H0007273,69,F,Some College,Student,25443
I00000624,H0045275,55,M,Masters,Retired,422208
I00000625,H0083052,59,F,Bachelors,Employed,314838
I00000626,H0047599,27,M,Less than HS,Employed,278609
I00000627,H0099710,62,F,HS Diploma,Student,322827
I00000628,H0044950,34,M,Less than HS,Retired,438027
I00000629,H0031159,97,M,Doctorate,Self-Employed,153702
I00000630,H0039738,22,F,Less than HS,Self-Employed,280891
I00000631,H0081479,85,M,HS Diploma,Self-Employed,406815
I00000632,H0081035,88,M,Bachelors,Self-Employed,33340
I00000633,H0021950,47,M,Less than HS,Self-Employed,172254
I00000634,H0037876,70,F,Less than HS,Employed,122280
I00000635,H0092685,37,M,Masters,Self-Employed,117772
I00000636,H0014816,7,F,Bachelors,Unemployed,467246
I00000637,H0024454,17,M,Doctorate,Retired,323126
I00000638,H0090163,30,F,Doctorate,Retired,356870
I00000639,H0043528,60,M,Some College,Retired,360367
I00000640,H0089290,96,F,Doctorate,Retired,24704
I00000641,H0036559,17,M,Doctorate,Student,110366
I00000642,H0022676,31,F,Bachelors,Student,476153
I00000643,H0081322,90,F,Less than HS,Self-Employed,468153
I00000644,H0042278,22,F,Bachelors,Unemployed,200276
I00000645,H0027210,75,M,HS Diploma,Self-Employed,392786
I00000646,H0094297,21,F,HS Diploma,Student,88606
I00000647,H0083586,93,M,Masters,Retired,475312
I00000648,H0090937,26,M,Less than HS,Retired,290357
I00000649,H0058298,26,F,Bachelors,Employed,384816
I00000650,H0096318,93,M,Doctorate,Self-Employed,380154
I00000651,H0095310,9,F,HS Diploma,Student,58744
I00000652,H0041541,12,F,Less than HS,Self-Employed,267428
I00000653,H0078504,93,F,Masters,Unemployed,213217
I00000654,H0096563,85,M,Less than HS,Employed,442909
I00000655,H0084326,91,F,HS Diploma,Unemployed,489973
I00000656,H0001816,27,M,HS Diploma,Self-Employed,421824
I00000657,H0015213,72,M,HS Diploma,Retired,77955
I00000658,H0031884,58,F,Bachelors,Student,230595
I00000659,H0074429,76,F,Doctorate,Unemployed,165007
I00000660,H0030864,49,M,Some College,Retired,211116
I00000661,H0094764,11,F,Masters,Unemployed,11233
I00000662,H0033621,15,M,Some College,Unemployed,64980
I00000663,H0054255,80,M,Bachelors,Self-Employed,463477
I00000664,H0041324,85,M,Masters,Retired,364752
I00000665,H0064209,81,F,HS Diploma,Unemployed,247591
I00000666,H0006928,99,F,Doctorate,Retired,188841
I00000667,H0090736,10,M,Doctorate,Retired,305249
I00000668,H0063121,17,F,Masters,Student,325266
I00000669,H0078392,32,M,HS Diploma,Unemployed,405117
I00000670,H0005116,49,F,Masters,Self-Employed,451120
I00000671,H0018929,4,M,Less than HS,Employed,347583
I00000672,H0081834,56,F,Some College,Unemployed,133563
I00000673,H0028718,96,M,Doctorate,Unemployed,349194
I00000674,H0028150,69,F,Some College,Student,384101
I00000675,H0069468,9,M,Bachelors,Self-Employed,17068
I00000676,H0000621,98,M,HS Diploma,Unemployed,248131
I00000677,H0015421,29,M,Doctorate,Student,486970
I00000678,H0091817,79,F,Doctorate,Student,136722
I00000679,H0033432,82,M,Less than HS,Self-Employed,117781
I00000680,H0093309,17,M,Less than HS,Student,212116
I00000681,H0063905,47,F,HS Diploma,Unemployed,2189
I00000682,H0048372,25,M,HS Diploma,Retired,215903
I00000683,H0071726,87,M,Bachelors,Retired,226413
I00000684,H0064350,49,F,Masters,Student,426227
I00000685,H0050729,96,F,Some College,Unemployed,467477
I00000686,H0038089,64,F,Doctorate,Unemployed,381149
I00000687,H0048785,84,M,Doctorate,Employed,43447
I00000688,H0057942,83,F,Some College,Student,370770
I00000689,H0088426,47,M,Masters,Student,408680
I00000690,H0005346,73,F,Doctorate,Unemployed,411593
I00000691,H0095554,88,M,Less than HS,Retired,84145
I00000692,H0031989,76,M,Some College,Self-Employed,294794
I00000693,H0030699,64,M,Bachelors,Self-Employed,92704
I00000694,H0062421,60,M,Some College,Student,245226
I00000695,H0024225,22,M,HS Diploma,Unemployed,188426
I00000696,H0016699,23,F,Doctorate,Retired,290058
I00000697,H0064668,4,M,Doctorate,Retired,481961
I00000698,H0070989,49,M,Masters,Student,177364
I00000699,H0009041,45,F,Doctorate,Unemployed,301428
I00000700,H0025989,73,M,Some College,Self-Employed,226679
I00000701,H0002045,84,M,Doctorate,Self-Employed,310373
I00000702,H0015172,52,F,Masters,Student,215500
I00000703,H0092458,31,M,Bachelors,Employed,256085
I00000704,H0066475,93,M,Doctorate,Unemployed,262973
I00000705,H0097483,99,F,HS Diploma,Employed,46486
I00000706,H0076622,40,F,Some College,Student,228643
I00000707,H0046961,47,M,Bachelors,Student,324869
I00000708,H0062155,22,F,Masters,Self-Employed,56747
I00000709,H0084258,30,F,Doctorate,Unemployed,152512
I00000710,H0023942,85,M,Doctorate,Self-Employed,128293
I00000711,H0000985,15,F,HS Diploma,Student,396288
I00000712,H0082816,71,M,Doctorate,Employed,121041
I00000713,H0000387,41,F,Doctorate,Unemployed,480266
I00000714,H0027324,58,F,Doctorate,Self-Employed,219471
I00000715,H0049773,20,F,HS Diploma,Employed,342037
I00000716,H0041589,91,F,Doctorate,Unemployed,485886
I00000717,H0004963,72,F,Doctorate,Self-Employed,138142
I00000718,H0061341,83,M,Doctorate,Self-Employed,89809
I00000719,H0029559,71,F,Less than HS,Retired,79442
I00000720,H0032709,5,F,Some College,Unemployed,343445
I00000721,H0033503,7,F,Some College,Retired,156191
I00000722,H0042421,64,M,Bachelors,Unemployed,274407
I00000723,H0075249,71,M,HS Diploma,Self-Employed,69980
I00000724,H0005234,37,M,Doctorate,Employed,285153
I00000725,H0095581,15,F,Some College,Unemployed,332592
I00000726,H0077282,14,M,Less than HS,Employed,403688
I00000727,H0092850,2,F,Doctorate,Self-Employed,275154
I00000728,H0058858,18,F,HS Diploma,Student,374263
I00000729,H0068039,74,F,HS Diploma,Retired,221112
I00000730,H0033541,58,M,Less than HS,Employed,26778
I00000731,H0042352,6,M,Doctorate,Employed,238577
I00000732,H0052210,14,M,HS Diploma,Unemployed,497131
I00000733,H0024860,71,F,Some College,Unemployed,254026
I00000734,H0025495,16,M,Masters,Student,71024
I00000735,H0047053,88,M,Bachelors,Self-Employed,139366
I00000736,H0073806,19,M,Some College,Employed,309782
I00000737,H0088012,24,F,Some College,Student,80146
I00000738,H0004297,45,F,Less than HS,Self-Employed,443914
I00000739,H0024444,47,M,Less than HS,Employed,241292
I00000740,H0047202,40,M,Less than HS,Self-Employed,271132
I00000741,H0079726,10,M,Less than HS,Self-Employed,207280
I00000742,H0007901,84,F,Doctorate,Employed,126768
I00000743,H0013691,63,M,Bachelors,Retired,192719
I00000744,H0027532,54,M,Bachelors,Employed,426211
I00000745,H0065673,22,M,Doctorate,Retired,94920
I00000746,H0088495,64,F,Doctorate,Employed,132015
I00000747,H0047460,91,M,Some College,Unemployed,52616
I00000748,H0094362,24,F,Less than HS,Employed,266719
I00000749,H0009312,21,F,HS Diploma,Self-Employed,166140
I00000750,H0065922,43,M,Doctorate,Employed,459258
I00000751,H0050829,27,F,Masters,Unemployed,358706
I00000752,H0059480,70,F,Doctorate,Student,204235
I00000753,H0006230,84,F,Less than HS,Unemployed,13443
I00000754,H0080825,15,M,Doctorate,Self-Employed,172927
I00000755,H0024862,4,F,Less than HS,Unemployed,272058
I00000756,H0066695,36,M,Masters,Unemployed,332823
I00000757,H0052298,17,F,Doctorate,Employed,396778
I00000758,H0065767,57,F,HS Diploma,Retired,256609
I00000759,H0022723,29,M,Some College,Employed,164682
I00000760,H0095220,8,M,HS Diploma,Employed,19371
I00000761,H0022833,76,M,Doctorate,Retired,238817
I00000762,H0064705,72,F,Some College,Self-Employed,447843
I00000763,H0089106,86,F,Masters,Employed,325094
I00000764,H0056783,34,F,Less than HS,Retired,321438
I00000765,H0043739,39,F,Doctorate,Employed,203865
I00000766,H0018186,25,M,Masters,Student,21666
I00000767,H0086565,41,F,HS Diploma,Employed,416396
I00000768,H0058605,76,M,HS Diploma,Unemployed,449599
I00000769,H0088595,72,F,HS Diploma,Student,407661
I00000770,H0065237,21,M,Less than HS,Retired,199110
I00000771,H0014130,59,M,Some College,Self-Employed,254374
I00000772,H0071829,29,M,Less than HS,Unemployed,315352
I00000773,H0063406,88,F,HS Diploma,Self-Employed,432303
I00000774,H0001144,67,M,HS Diploma,Unemployed,172014
I00000775,H0021578,96,F,Bachelors,Unemployed,178863
I00000776,H0055161,20,M,Masters,Retired,365589
I00000777,H0077874,41,F,HS Diploma,Retired,247543
I00000778,H0057508,79,M,Doctorate,Self-Employed,283935
I00000779,H0094146,64,M,HS Diploma,Employed,170776
I00000780,H0087659,46,F,Masters,Employed,316318
I00000781,H0006898,20,F,Some College,Unemployed,3417
I00000782,H0032516,7,F,Doctorate,Unemployed,196751
I00000783,H0099955,82,F,Doctorate,Retired,118344
I00000784,H0024762,34,F,Bachelors,Self-Employed,390893
I00000785,H0002100,94,F,Bachelors,Self-Employed,286146
I00000786,H0086971,79,F,HS Diploma,Retired,420112
I00000787,H0029611,65,F,Masters,Self-Employed,333011
I00000788,H0059419,66,M,HS Diploma,Self-Employed,459425
I00000789,H0010580,94,F,Doctorate,Employed,194445
I00000790,H0067640,35,F,Bachelors,Retired,38150
I00000791,H0034675,1,F,Masters,Student,322135
I00000792,H0026538,50,F,Masters,Student,395844
I00000793,H0017135,23,F,Masters,Retired,351667
I00000794,H0091598,97,M,Doctorate,Self-Employed,163536
I00000795,H0088101,94,F,Bachelors,Employed,75008
I00000796,H0083726,70,M,Less than HS,Employed,413124
I00000797,H0053386,70,F,Some College,Unemployed,328432
I00000798,H0039403,16,F,HS Diploma,Unemployed,427365
I00000799,H0020253,41,F,Bachelors,Self-Employed,469548
I00000800,H0051632,97,M,HS Diploma,Self-Employed,424433
I00000801,H0014824,11,F,Masters,Student,375376
I00000802,H0008259,17,M,Masters,Employed,289997
I00000803,H0088256,11,M,Less than HS,Employed,312995
I00000804,H0072454,53,M,Bachelors,Unemployed,497485
I00000805,H0094708,1,M,Less than HS,Retired,221688
I00000806,H0093225,89,F,HS Diploma,Retired,51687
I00000807,H0088144,53,F,Bachelors,Employed,87893
I00000808,H0019758,21,M,HS Diploma,Employed,185723
I00000809,H0066035,97,F,Doctorate,Unemployed,183391
I00000810,H0013252,0,M,HS Diploma,Self-Employed,253019
I00000811,H0012981,30,M,HS Diploma,Retired,115998
I00000812,H0035953,37,M,Less than HS,Retired,358937
I00000813,H0069007,67,M,Bachelors,Unemployed,374590
I00000814,H0025754,63,M,Doctorate,Retired,6975
I00000815,H0009201,0,F,Less than HS,Retired,339721
I00000816,H0052522,35,M,Masters,Unemployed,260071
I00000817,H0067928,44,M,Less than HS,Employed,59844
I00000818,H0041277,82,F,Doctorate,Student,490344
I00000819,H0054342,0,M,Some College,Unemployed,19388
I00000820,H0022944,32,M,Doctorate,Retired,403604
I00000821,H0036639,71,M,Less than HS,Student,371557
I00000822,H0061081,79,F,HS Diploma,Student,245481
I00000823,H0078519,61,M,Masters,Student,124167
I00000824,H0054849,13,F,Bachelors,Unemployed,46754
I00000825,H0043377,32,M,HS Diploma,Self-Employed,12631
I00000826,H0060434,22,F,Doctorate,Self-Employed,477246
I00000827,H0093472,42,F,Some College,Retired,31610
I00000828,H0002236,65,F,Masters,Student,197053
I00000829,H0068468,74,M,Less than HS,Retired,370448
I00000830,H0098703,68,M,Doctorate,Retired,265531
I00000831,H0053473,67,M,Less than HS,Retired,75415
I00000832,H0005159,26,M,Masters,Employed,442935
I00000833,H0098650,59,F,Bachelors,Student,344378
I00000834,H0005799,97,F,Masters,Unemployed,126607
I00000835,H0056557,99,F,Some College,Employed,456306
I00000836,H0087230,37,F,Doctorate,Employed,380002
I00000837,H0070984,8,M,Masters,Self-Employed,80222
I00000838,H0071216,2,M,Bachelors,Retired,262123
I00000839,H0083483,2,F,Some College,Student,44473
I00000840,H0031827,37,F,Bachelors,Employed,233122
I00000841,H0027188,98,M,Masters,Employed,239996
I00000842,H0048179,92,M,Bachelors,Self-Employed,467942
I00000843,H0094351,35,F,Bachelors,Self-Employed,201415
I00000844,H0001295,36,F,Doctorate,Retired,204777
I00000845,H0080075,5,F,Less than HS,Student,154078
I00000846,H0015567,17,M,Less than HS,Employed,271845
I00000847,H0066152,59,F,Masters,Employed,361753
I00000848,H0051196,99,F,Less than HS,Retired,350524
I00000849,H0067937,67,M,HS Diploma,Self-Employed,222219
I00000850,H0044956,74,F,Some College,Employed,180916
I00000851,H0079765,0,M,Masters,Unemployed,339130
I00000852,H0091823,16,M,Bachelors,Unemployed,417013
I00000853,H0058571,84,M,HS Diploma,Self-Employed,462149
I00000854,H0043707,66,M,Some College,Self-Employed,63460
I00000855,H0029011,51,F,Bachelors,Student,153652
I00000856,H0051131,42,M,Masters,Retired,207736
I00000857,H0042659,39,M,Doctorate,Student,352186
I00000858,H0035910,46,M,Doctorate,Retired,280687
I00000859,H0082324,70,F,HS Diploma,Unemployed,416046
I00000860,H0059535,54,M,Doctorate,Employed,282152
I00000861,H0097950,94,M,Less than HS,Student,1155
I00000862,H0016458,0,M,HS Diploma,Student,304845
I00000863,H0082973,5,F,Less than HS,Self-Employed,96185
I00000864,H0038181,45,F,Less than HS,Self-Employed,455391
I00000865,H0080776,42,F,Doctorate,Retired,2580
I00000866,H0020945,31,M,Less than HS,Unemployed,425307
I00000867,H0070409,8,M,Masters,Employed,119090
I00000868,H0001693,33,F,Doctorate,Student,91687
I00000869,H0031777,21,F,Bachelors,Unemployed,345130
I00000870,H0059194,32,F,Doctorate,Retired,83563
I00000871,H0098395,2,M,Masters,Retired,281008
I00000872,H0068078,25,F,Masters,Unemployed,245801
I00000873,H0064625,86,M,Some College,Retired,463496
